decision_type,decision_key,signature,count,sample_fid,sample_master,sample_summary,decision,notes
pattern,CREA|Record Header:+;BNAM:1.150000->0.950000;Sound Types:+;,CREA,1,04007FF4,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",BNAM,""Sound Types+""",keep,
pattern,CREA|Record Header:+;BNAM:1.150000->0.850000;,CREA,1,04007FF6,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",BNAM",keep,
pattern,CREA|Record Header:+;BNAM:1.150000->0.980000;,CREA,1,04007FF8,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",BNAM",keep,
pattern,CREA|Record Header:+;BNAM:0.850000->0.900000;,CREA,1,04007FF9,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",BNAM",keep,
pattern,CREA|Record Header:+;BNAM:1.150000->0.970000;,CREA,1,04007FFA,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",BNAM",keep,
pattern,CREA|Record Header:+;BNAM:0.850000->0.870000;,CREA,1,04007FFB,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",BNAM",keep,
pattern,CREA|Record Header:+;BNAM:0.850000->0.930000;,CREA,1,04007FFD,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",BNAM",keep,
pattern,CREA|Record Header:+;BNAM:0.850000->0.940000;,CREA,1,040084E5,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",BNAM",keep,
pattern,CREA|Record Header:+;BNAM:1.150000->1.100000;,CREA,1,040084E6,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",BNAM",keep,
pattern,CREA|Record Header:+;BNAM:0.850000->1.000000;,CREA,1,040084E7,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",BNAM",keep,
pattern,CREA|Record Header:+;BNAM:1.350000->1.170000;,CREA,1,040084E8,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",BNAM",keep,
pattern,CREA|Record Header:+;BNAM:1.350000->1.100000;,CREA,1,040084EA,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",BNAM",keep,
pattern,CREA|Record Header:+;FULL:Hunter Mountain Lion->Hunting Wolf;RNAM:55->50;ZNAM:DefaultMountainLion [CSTY:0000A2->DefaultWolf [CSTY:00064F45];BNAM:1.350000->1.600000;,CREA,1,04008500,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",FULL,RNAM,ZNAM,BNAM",keep,
pattern,CREA|Record Header:+;FULL:Hunter Mountain Lion->Hunting Wolf;RNAM:55->50;ZNAM:DefaultMountainLion [CSTY:0000A2->DefaultWolf [CSTY:00064F45];BNAM:1.050000->1.600000;WNAM:3.000000->5.000000;,CREA,1,04008501,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",FULL,RNAM,ZNAM,BNAM,WNAM",keep,
pattern,CREA|Record Header:+;BNAM:1.200000->1.110000;Sound Types:+;,CREA,1,04008A03,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",BNAM,""Sound Types+""",keep,
pattern,CREA|Record Header:+;BNAM:1.100000->1.030000;Sound Types:+;,CREA,1,04008A04,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",BNAM,""Sound Types+""",keep,
pattern,CREA|Record Header:+;BNAM:0.900000->0.930000;Sound Types:+;,CREA,1,04008A05,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",BNAM,""Sound Types+""",keep,
pattern,CREA|Record Header:+;BNAM:1.000000->0.650000;,CREA,1,04008A0C,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",BNAM",keep,
pattern,CREA|Record Header:+;BNAM:0.900000->0.650000;,CREA,1,04008A0D,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",BNAM",keep,
pattern,CREA|Record Header:+;BNAM:0.700000->0.650000;,CREA,1,04008A0E,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",BNAM",keep,
pattern,CREA|Record Header:+;BNAM:1.200000->1.230000;,CREA,1,04008A0F,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",BNAM",keep,
pattern,CREA|Record Header:+;BNAM:1.100000->1.190000;,CREA,1,04008A10,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",BNAM",keep,
pattern,CREA|Record Header:+;BNAM:0.900000->1.150000;,CREA,1,04008A11,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",BNAM",keep,
pattern,CREA|Record Header:+;BNAM:1.120000->1.130000;,CREA,1,04008A2B,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",BNAM",keep,
pattern,CREA|Record Header:+;BNAM:0.920000->1.100000;,CREA,1,04008A2C,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",BNAM",keep,
pattern,CREA|Record Header:+;BNAM:0.920000->1.090000;,CREA,1,04008A2E,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",BNAM",keep,
pattern,CREA|Record Header:+;BNAM:1.150000->1.160000;,CREA,1,04008A2F,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",BNAM",keep,
pattern,CREA|Record Header:+;BNAM:0.950000->1.100000;,CREA,1,04008A30,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",BNAM",keep,
pattern,CREA|Record Header:+;BNAM:1.150000->1.190000;,CREA,1,04008A31,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",BNAM",keep,
pattern,CREA|Record Header:+;BNAM:0.950000->1.080000;,CREA,1,04008A32,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",BNAM",keep,
pattern,CREA|Record Header:+;BNAM:1.700000->1.800000;,CREA,1,040098C6,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",BNAM",keep,
pattern,CREA|Record Header:+;BNAM:1.600000->1.800000;,CREA,1,040098C8,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",BNAM",keep,
pattern,CREA|Record Header:+;FULL:Flesh Golem->Blood Atronach;BNAM:0.900000->0.800000;Sound Types:+;,CREA,1,0400DA6B,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",FULL,BNAM,""Sound Types+""",keep,
pattern,CREA|Record Header:+;FULL:Iron Golem->Iron Atronach;CNTO:+;BNAM:0.900000->0.850000;Sound Types:+;,CREA,1,0400DF58,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",FULL,CNTO+,BNAM,""Sound Types+""",keep,
pattern,CREA|Record Header:+;FULL:Mithril Golem->Quicksilver Atronach;CNTO:+;BNAM:0.900000->0.950000;Sound Types:+;,CREA,1,0400DF5A,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",FULL,CNTO+,BNAM,""Sound Types+""",keep,
pattern,CREA|Record Header:+;BNAM:1.200000->1.120000;,CREA,1,04011B99,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",BNAM",keep,
pattern,CREA|Record Header:+;BNAM:1.350000->1.150000;,CREA,1,04014651,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",BNAM",keep,
pattern,CREA|Record Header:+;BNAM:1.250000->1.150000;,CREA,1,04014652,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",BNAM",keep,
pattern,CREA|Record Header:+;BNAM:1.150000->1.050000;,CREA,1,04014653,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",BNAM",keep,
pattern,CREA|Record Header:+;BNAM:1.050000->1.000000;,CREA,1,04014654,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",BNAM",keep,
pattern,CREA|Record Header:+;BNAM:1.000000->1.170000;Sound Types:+;,CREA,1,04017CAA,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",BNAM,""Sound Types+""",keep,
pattern,CREA|Record Header:+;BNAM:1.200000->1.240000;Sound Types:+;,CREA,1,04017CAE,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",BNAM,""Sound Types+""",keep,
pattern,CREA|Record Header:+;BNAM:1.050000->1.270000;Sound Types:+;,CREA,1,04017CB0,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",BNAM,""Sound Types+""",keep,
pattern,CREA|Record Header:+;BNAM:1.000000->1.190000;Sound Types:+;,CREA,1,04017CB1,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",BNAM,""Sound Types+""",keep,
pattern,CREA|Record Header:+;BNAM:1.150000->1.050000;Sound Types:+;,CREA,1,0401CFF8,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",BNAM,""Sound Types+""",keep,
pattern,CREA|Record Header:+;BNAM:0.950000->0.960000;Sound Types:+;,CREA,1,0401CFF9,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",BNAM,""Sound Types+""",keep,
pattern,CREA|Record Header:+;BNAM:1.080000->0.850000;,CREA,1,040210EF,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",BNAM",keep,
pattern,CREA|Record Header:+;BNAM:1.080000->0.940000;,CREA,1,040210F1,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",BNAM",keep,
pattern,CREA|Record Header:+;BNAM:0.920000->0.890000;,CREA,1,040210F2,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",BNAM",keep,
pattern,CREA|Record Header:+;BNAM:1.080000->0.930000;,CREA,1,040210F3,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",BNAM",keep,
pattern,CREA|Record Header:+;BNAM:0.920000->0.900000;,CREA,1,040210F4,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",BNAM",keep,
pattern,CREA|Record Header:+;BNAM:1.080000->1.020000;,CREA,1,040210F5,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",BNAM",keep,
pattern,CREA|Record Header:+;BNAM:0.920000->0.950000;,CREA,1,040210F6,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",BNAM",keep,
pattern,CREA|Record Header:+;BNAM:1.080000->1.010000;,CREA,1,040210F7,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",BNAM",keep,
pattern,CREA|Record Header:+;BNAM:0.920000->0.980000;,CREA,1,040210F8,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",BNAM",keep,
pattern,CREA|Record Header:+;BNAM:1.080000->1.070000;,CREA,1,040210F9,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",BNAM",keep,
pattern,CREA|Record Header:+;BNAM:0.920000->1.020000;,CREA,1,040210FA,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",BNAM",keep,
pattern,CREA|Record Header:+;BNAM:1.250000->1.130000;,CREA,1,040210FB,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",BNAM",keep,
pattern,CREA|Record Header:+;BNAM:1.250000->1.110000;,CREA,1,040210FD,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",BNAM",keep,
pattern,CREA|Record Header:+;BNAM:1.080000->0.850000;Sound Types:+;,CREA,1,040210FF,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",BNAM,""Sound Types+""",keep,
pattern,CREA|Record Header:+;BNAM:0.920000->0.880000;Sound Types:+;,CREA,1,04021100,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",BNAM,""Sound Types+""",keep,
pattern,CREA|Record Header:+;FULL:Lord of Nonungalo->King of Nonungalo;RNAM:90->91;BNAM:1.700000->1.500000;WNAM:15.000000->20.000000;,CREA,1,04025E63,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",FULL,RNAM,BNAM,WNAM",keep,
pattern,CREA|Record Header:+;BNAM:1.500000->1.550000;WNAM:3.000000->15.000000;Sound Types:+;,CREA,1,04026737,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",BNAM,WNAM,""Sound Types+""",keep,
pattern,CREA|Record Header:+;BNAM:0.650000->0.600000;WNAM:3.000000->15.000000;Sound Types:+;,CREA,1,04027DB1,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",BNAM,WNAM,""Sound Types+""",keep,
pattern,CREA|Record Header:+;WNAM:3.000000->15.000000;Sound Types:+;,CREA,1,04027DB2,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",WNAM,""Sound Types+""",keep,
pattern,CREA|Record Header:+;FULL:Silver Golem Guardian->Guardian Silver Atronach;BNAM:0.800000->0.900000;Sound Types:+;,CREA,1,0402A707,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",FULL,BNAM,""Sound Types+""",keep,
pattern,CREA|Record Header:+;FULL:Gold Golem Guardian->Guardian Gold Atronach;Sound Types:+;,CREA,1,0402AC05,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",FULL,""Sound Types+""",keep,
pattern,CREA|Record Header:+;FULL:Gloom Wraith->Keeper of Nornal;BNAM:1.150000->1.250000;,CREA,1,0402AD6A,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",FULL,BNAM",keep,
pattern,CREA|Record Header:+;BNAM:1.050000->1.200000;WNAM:3.000000->20.000000;Sound Types:+;,CREA,1,0402F4F9,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",BNAM,WNAM,""Sound Types+""",keep,
pattern,CREA|Record Header:+;FULL:Hunter Mountain Lion->Hunting Wolf;RNAM:55->50;ZNAM:DefaultMountainLionCold [CSTY:05->DefaultWolf [CSTY:00064F45];BNAM:1.200000->1.600000;WNAM:3.000000->5.000000;,CREA,1,0402F4FD,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",FULL,RNAM,ZNAM,BNAM,WNAM",keep,
pattern,CREA|Record Header:+;FULL:Ebony Golem->Guardian of the Empire;BNAM:0.900000->0.950000;Sound Types:+;,CREA,1,04030552,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",FULL,BNAM,""Sound Types+""",keep,
pattern,CREA|Record Header:+;FULL:Water Golem->Protector of the Empire;Sound Types:+;,CREA,1,04030558,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",FULL,""Sound Types+""",keep,
pattern,CREA|Record Header:+;FULL:Glass Golem->Malachite Atronach;BNAM:0.750000->0.880000;Sound Types:+;,CREA,1,04030F38,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",FULL,BNAM,""Sound Types+""",keep,
pattern,CREA|Record Header:+;FULL:Skeleton->Skeleton Scout;Sound Types:+;,CREA,1,0405139C,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",FULL,""Sound Types+""",keep,
pattern,CREA|Record Header:+;FULL:Skeleton Hero->Skeleton Executioner;BNAM:1.000000->1.140000;,CREA,1,0405139E,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",FULL,BNAM",keep,
pattern,CREA|Record Header:+;FULL:Skeleton Champion->Skeleton Soul Reaper;BNAM:1.000000->1.200000;,CREA,1,0405139F,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",FULL,BNAM",keep,
pattern,CREA|Record Header:+;RNAM:50->16;BNAM:0.700000->0.600000;WNAM:5.000000->6.000000;CSCR:+;,CREA,1,A400DBE0,Maskar's Oblivion Overhaul.esp,"""Record Header+"",RNAM,BNAM,WNAM,CSCR+",keep,
pattern,CREA|Record Header:+;FULL:Ebony Atronach->Ebony Golem;Sound Types:+;,CREA,1,A42CD4D2,Maskar's Oblivion Overhaul.esp,"""Record Header+"",FULL,""Sound Types+""",keep,
pattern,CREA|Record Header:+;RNAM:50->16;BNAM:0.700000->0.550000;WNAM:5.000000->6.000000;CSCR:+;,CREA,1,A461E62C,Maskar's Oblivion Overhaul.esp,"""Record Header+"",RNAM,BNAM,WNAM,CSCR+",keep,
pattern,DIAL|Record Header:+;FULL:Rumors->Heard any good rumors lately?;,DIAL,1,000000D7,Oblivion.esm,"""Record Header+"",FULL",keep,
pattern,FACT|Record Header:+;DATA:01->11;Ranks:+;,FACT,1,00035FD1,Oblivion.esm,"""Record Header+"",DATA,Ranks+",keep,
pattern,FACT|Record Header:+;XNAM:+;Ranks:+;,FACT,1,0003B3F6,Oblivion.esm,"""Record Header+"",XNAM+,Ranks+",keep,
pattern,FACT|Record Header:+;FULL:Amazons->Briarborn;Ranks:+;,FACT,1,0400491B,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",FULL,Ranks+",keep,
pattern,GLOB|Record Header:+;FLTV:1.000000->0.000000;,GLOB,1,04005B7F,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",FLTV",keep,
pattern,LVLC|Record Header:+;LVLF:00000000000000000000000000000000->1;,LVLC,1,0003ECF5,Oblivion.esm,"""Record Header+"",LVLF",keep,
pattern,LVLC|Record Header:+;EDID:LL1RoadMountainsSnow->LL1RoadMountainsSnowOOO;LVLF:11->01;,LVLC,1,000A31A7,Oblivion.esm,"""Record Header+"",EDID,LVLF",keep,
pattern,LVLC|Record Header:+;LVLF:00000000000000000000000000000000->01;,LVLC,1,000C891C,Oblivion.esm,"""Record Header+"",LVLF",keep,
pattern,LVLC|Record Header:+;LVLD:15->0;,LVLC,1,040430DA,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",LVLD",keep,
pattern,LVLI|Record Header:+;EDID:LL0NPCArmorZHeavyHelmet100Lvl30->LL0NPCArmorZHeavyHelmet50Lvl30No;,LVLI,1,0400520A,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",EDID",keep,
pattern,LVLI|Record Header:+;LVLD:70->30;,LVLI,1,04007F86,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",LVLD",keep,
pattern,LVLI|Record Header:+;EDID:OOOWeaponSlaveTraderArgonianArro->OOOWeaponSmugglerArgonianArrows1;,LVLI,1,0400CE7D,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",EDID",keep,
pattern,LVLI|Record Header:+;EDID:OOOWeaponArctic35Arrows->OOOWeaponArctic65Arrows;LVLD:65->35;,LVLI,1,0401232E,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",EDID,LVLD",keep,
pattern,LVLI|Record Header:+;EDID:LL0NPCArmorZHeavyGauntlet50Lvl15->LL0NPCArmorZHeavyGauntlet75Lvl15;LVLD:50->25;,LVLI,1,0401D1CC,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",EDID,LVLD",keep,
pattern,LVLI|Record Header:+;EDID:LL0NPCArmorZHeavyGreaves50Lvl152->LL0NPCArmorZHeavyGreaves75Lvl152;LVLD:50->20;,LVLI,1,0401D1CD,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",EDID,LVLD",keep,
pattern,LVLI|Record Header:+;LVLD:50->30;,LVLI,1,0401D6B8,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",LVLD",keep,
pattern,LVLI|Record Header:+;LVLD:50->0;,LVLI,1,0401D6BA,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",LVLD",keep,
pattern,LVLI|Record Header:+;LVLD:50->40;,LVLI,1,0401D6BC,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",LVLD",keep,
pattern,LVLI|Record Header:+;EDID:LL0NPCArmorZHeavyGauntlet50Lvl30->LL0NPCArmorZHeavyGauntlet75Lvl30;LVLD:50->25;,LVLI,1,04022AA4,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",EDID,LVLD",keep,
pattern,LVLI|Record Header:+;EDID:LL0NPCArmorZHeavyGreaves50Lvl30->LL0NPCArmorZHeavyGreaves100Lvl30;LVLD:50->0;,LVLI,1,04022AA5,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",EDID,LVLD",keep,
pattern,LVLI|Record Header:+;EDID:LL0NPCArmorLightGauntletsLvl100L->LL0NPCArmorLightGauntletsLvl35Lv;LVLD:0->65;LVLF:01->11;,LVLI,1,04037A3E,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",EDID,LVLD,LVLF",keep,
pattern,LVLI|Record Header:+;EDID:LL0NPCArmorLightGreavesLvl100Lvl->LL0NPCArmorLightGreavesLvl75Lvl2;LVLD:0->25;LVLF:01->11;,LVLI,1,04037A3F,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",EDID,LVLD,LVLF",keep,
pattern,LVLI|Record Header:+;EDID:LL0NPCArmorLightHelmetLvl100Lvl2->LL0NPCArmorLightHelmetLvl50Lvl20;LVLD:0->50;LVLF:01->11;,LVLI,1,04037A40,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",EDID,LVLD,LVLF",keep,
pattern,LVLI|Record Header:+;EDID:LL0NPCArmorLightShieldLvl100Lvl2->LL0NPCArmorLightShieldLvl50Lvl20;LVLD:0->50;,LVLI,1,04037A41,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",EDID,LVLD",keep,
pattern,LVLI|Record Header:+;LVLF:11->01;,LVLI,1,0404389E,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",LVLF",keep,
pattern,MGEF|Record Header:+;,MGEF,1,00094008,Oblivion.esm,"""Record Header+""",drop,
pattern,MISC|Record Header:+;ICON:clutter\GX\Metals\iconsilvernugg->Clutter\Gems\IconSilverNugget.dd;,MISC,1,04048F79,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",ICON",keep,
pattern,MISC|Record Header:+;ICON:clutter\GX\Metals\icongoldnugget->Clutter\Gems\IconGoldNugget.dds;,MISC,1,04048F7A,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",ICON",keep,
pattern,NPC_|Record Header:+;SPLO:+;LNAM:0.915220->0.313608;ZNAM:+;,NPC_,1,00001144,Oblivion.esm,"""Record Header+"",SPLO+,LNAM,ZNAM+",keep,
pattern,NPC_|Record Header:+;HNAM:+;LNAM:+;ENAM:+;FNAM:00 00->2E 4A;,NPC_,1,00002E98,Oblivion.esm,"""Record Header+"",HNAM+,LNAM+,ENAM+,FNAM",keep,
pattern,"NPC_|Record Header:+;CNAM:Mage ""Mage"" [CLAS:000105D6]->Battlemage ""Sorceror"" [CLAS:0002;",NPC_,1,00002E99,Oblivion.esm,"""Record Header+"",CNAM",keep,
pattern,NPC_|Record Header:+;LNAM:0.000000->0.001000;FNAM:7E 34->B6 03;,NPC_,1,000034C6,Oblivion.esm,"""Record Header+"",LNAM,FNAM",keep,
pattern,"NPC_|Record Header:+;SPLO:+;CNAM:Pilgrim ""Pilgrim"" [CLAS:00000832->Pilgrim ""Witchhunter"" [CLAS:0000;",NPC_,1,000034C8,Oblivion.esm,"""Record Header+"",SPLO+,CNAM",keep,
pattern,NPC_|Record Header:+;LNAM:0.180000->0.557756;ZNAM:+;,NPC_,1,000034C9,Oblivion.esm,"""Record Header+"",LNAM,ZNAM+",keep,
pattern,NPC_|Record Header:+;SPLO:+;LNAM:0.000000->0.362318;ZNAM:+;FNAM:7E 34->B6 03;,NPC_,1,000034CF,Oblivion.esm,"""Record Header+"",SPLO+,LNAM,ZNAM+,FNAM",keep,
pattern,NPC_|Record Header:+;SCRI:+;LNAM:0.000000->0.001000;FNAM:5C 55->E6 21;,NPC_,1,000034D0,Oblivion.esm,"""Record Header+"",SCRI+,LNAM,FNAM",keep,
pattern,NPC_|Record Header:+;SPLO:+;LNAM:0.000000->0.360000;,NPC_,1,000034DB,Oblivion.esm,"""Record Header+"",SPLO+,LNAM",keep,
pattern,NPC_|Record Header:+;ZNAM:DefaultCombatRejectPCYield [CSTY->NPCRejectYieldNecroCold [CSTY:05;,NPC_,1,000038B5,Oblivion.esm,"""Record Header+"",ZNAM",keep,
pattern,NPC_|Record Header:+;SPLO:+;LNAM:0.000000->0.447019;ZNAM:+;,NPC_,1,000039A6,Oblivion.esm,"""Record Header+"",SPLO+,LNAM,ZNAM+",keep,
pattern,NPC_|Record Header:+;SPLO:+;LNAM:0.000000->0.510658;,NPC_,1,000039AB,Oblivion.esm,"""Record Header+"",SPLO+,LNAM",keep,
pattern,NPC_|Record Header:+;SPLO:+;FNAM:7E 34->B6 03;,NPC_,1,000039AE,Oblivion.esm,"""Record Header+"",SPLO+,FNAM",keep,
pattern,NPC_|Record Header:+;SPLO:+;SCRI:+;LNAM:0.708853->0.720800;ZNAM:+;,NPC_,1,00009C5A,Oblivion.esm,"""Record Header+"",SPLO+,SCRI+,LNAM,ZNAM+",keep,
pattern,NPC_|Record Header:+;SPLO:+;LNAM:0.000000->0.015168;ENAM:+;ZNAM:+;,NPC_,1,0000A086,Oblivion.esm,"""Record Header+"",SPLO+,LNAM,ENAM+,ZNAM+",keep,
pattern,NPC_|Record Header:+;LNAM:0.000000->0.783383;ENAM:+;,NPC_,1,0000A08C,Oblivion.esm,"""Record Header+"",LNAM,ENAM+",keep,
pattern,"NPC_|Record Header:+;RNAM:Khajiit ""Khajiit"" [RACE:000223C7->Khajiit ""Khajiit Cathay"" [RACE:0;LNAM:0.000000->0.984873;ENAM:+;",NPC_,1,0000A095,Oblivion.esm,"""Record Header+"",RNAM,LNAM,ENAM+",keep,
pattern,"NPC_|Record Header:+;SPLO:+;CNAM:Commoner ""Commoner"" [CLAS:00023C->Knight ""Knight"" [CLAS:00000836];ZNAM:+;",NPC_,1,0000A10B,Oblivion.esm,"""Record Header+"",SPLO+,CNAM,ZNAM+",keep,
pattern,NPC_|Record Header:+;SPLO:+;SCRI:BravilCastleGuardScript [SCPT:00->DieYouDamnVanillaGuarDie [SCPT:0;LNAM:0.000000->0.031092;ZNAM:+;,NPC_,1,0000A13A,Oblivion.esm,"""Record Header+"",SPLO+,SCRI,LNAM,ZNAM+",keep,
pattern,"NPC_|Record Header:+;SPLO:+;HNAM:Ponytail ""Ponytail"" [HAIR:0002C4->aaMillona ""Gathered"" [HAIR:EC003;",NPC_,1,0000A288,Oblivion.esm,"""Record Header+"",SPLO+,HNAM",keep,
pattern,"NPC_|Record Header:+;SPLO:+;SCRI:+;CNAM:Guard ""Guard"" [CLAS:00034E6E]->aatGuardAnvil ""Anvil Guard"" [CLA;",NPC_,1,0000A28B,Oblivion.esm,"""Record Header+"",SPLO+,SCRI+,CNAM",keep,
pattern,NPC_|Record Header:+;LNAM:0.480000->0.550035;,NPC_,1,0000A291,Oblivion.esm,"""Record Header+"",LNAM",keep,
pattern,"NPC_|Record Header:+;SPLO:+;HNAM:MediumLength ""Loose"" [HAIR:00027->Cropped ""Cropped"" [HAIR:0018A891;",NPC_,1,0000A29B,Oblivion.esm,"""Record Header+"",SPLO+,HNAM",keep,
pattern,"NPC_|Record Header:+;SPLO:+;CNAM:Thief ""Thief"" [CLAS:0002378F]->BanditMelee ""Bandit"" [CLAS:00034;",NPC_,1,0000C1D7,Oblivion.esm,"""Record Header+"",SPLO+,CNAM",keep,
pattern,"NPC_|Record Header:+;RNAM:WoodElf ""Wood Elf"" [RACE:000223C->OOOSE30WoodElf ""Wood Elf"" [RACE:;LNAM:1.000000->0.980000;",NPC_,1,0001207E,Oblivion.esm,"""Record Header+"",RNAM,LNAM",keep,
pattern,"NPC_|Record Header:+;INAM:+;CNAM:Spellsword ""Spellsword"" [CLAS:00->Nightblade ""Nightblade"" [CLAS:00;ZNAM:+;FNAM:45 7F->48 1D;",NPC_,1,000148D5,Oblivion.esm,"""Record Header+"",INAM+,CNAM,ZNAM+,FNAM",keep,
pattern,NPC_|Record Header:+;FULL:Dremora Hatred Keeper->Hatred Keeper;ZNAM:+;,NPC_,1,00014D5F,Oblivion.esm,"""Record Header+"",FULL,ZNAM+",keep,
pattern,NPC_|Record Header:+;FULL:Dremora Hatred Keeper->Hatred Keeper;ZNAM:DefaultArcher [CSTY:000CA389]->DefaultDremoraMissileOOO [CSTY:0;,NPC_,1,00014D61,Oblivion.esm,"""Record Header+"",FULL,ZNAM",keep,
pattern,"NPC_|Record Header:+;SPLO:+;CNAM:Warrior ""Warrior"" [CLAS:00023787->Barbarian ""Barbarian"" [CLAS:0002;ENAM:+;FNAM:45 7F->48 1D;",NPC_,1,00016058,Oblivion.esm,"""Record Header+"",SPLO+,CNAM,ENAM+,FNAM",keep,
