diff_pattern_key,count,sample_target_fid,sample_target_master,sample_signature,sample_change_summary
GMST|Record Header:+;,4,3D008814|Oscuro's_Oblivion_Overhaul.esp|GMST|"""Record Header+"""
NPC_|Record Header:+;SPLO:+;SCRI:+;LNAM:0.000000->0.035430;ZNAM:+;,1,00032AF9|Oblivion.esm|NPC_|"""Record Header+"",SPLO+,SCRI+,LNAM,ZNAM+"
NPC_|Record Header:+;SPLO:+;SCRI:+;LNAM:0.245200->0.699789;ZNAM:+;,1,00032AFA|Oblivion.esm|NPC_|"""Record Header+"",SPLO+,SCRI+,LNAM,ZNAM+"
NPC_|Record Header:+;SPLO:+;SCRI:+;LNAM:0.690909->0.102573;ZNAM:+;,1,00032AFB|Oblivion.esm|NPC_|"""Record Header+"",SPLO+,SCRI+,LNAM,ZNAM+"
NPC_|Record Header:+;FNAM:7E 34->B6 03;,1,00033900|Oblivion.esm|NPC_|"""Record Header+"",FNAM"
"NPC_|Record Header:+;SPLO:+;CNAM:Pilgrim ""Pilgrim"" [CLAS:00000832->Pilgrim ""Witchhunter"" [CLAS:0000;ENAM:+;",1,00034870|Oblivion.esm|NPC_|"""Record Header+"",SPLO+,CNAM,ENAM+"
"NPC_|Record Header:+;CNAM:Sorcerer ""Sorcerer"" [CLAS:000237->Sorcerer ""Battlemage"" [CLAS:0002;LNAM:0.000000->0.466432;ZNAM:+;",1,00034E15|Oblivion.esm|NPC_|"""Record Header+"",CNAM,LNAM,ZNAM+"
NPC_|Record Header:+;FULL:Hannibal Traven->Arch-Mage Hannibal Traven;LNAM:0.000000->0.017709;ENAM:+;ZNAM:+;,1,00034E16|Oblivion.esm|NPC_|"""Record Header+"",FULL,LNAM,ENAM+,ZNAM+"
"NPC_|Record Header:+;CNAM:Healer ""Healer"" [CLAS:00000910]->Herald ""Herald"" [CLAS:000980DC];",1,00034E6B|Oblivion.esm|NPC_|"""Record Header+"",CNAM"
NPC_|Record Header:+;SPLO:+;LNAM:0.000000->0.621616;,1,00034E6D|Oblivion.esm|NPC_|"""Record Header+"",SPLO+,LNAM"
"NPC_|Record Header:+;RNAM:Khajiit ""Khajiit"" [RACE:000223C7->Khajiit ""Khajiit Cathay"" [RACE:0;LNAM:0.000000->0.290904;",1,00034E6F|Oblivion.esm|NPC_|"""Record Header+"",RNAM,LNAM"
NPC_|Record Header:+;LNAM:0.000000->0.586584;ZNAM:+;,1,00034E72|Oblivion.esm|NPC_|"""Record Header+"",LNAM,ZNAM+"
NPC_|Record Header:+;SPLO:+;LNAM:0.000000->0.772240;,1,00034E76|Oblivion.esm|NPC_|"""Record Header+"",SPLO+,LNAM"
"NPC_|Record Header:+;RNAM:Khajiit ""Khajiit"" [RACE:000223C7->Khajiit ""Khajiit Cathay"" [RACE:0;ENAM:+;ZNAM:+;",1,00034E77|Oblivion.esm|NPC_|"""Record Header+"",RNAM,ENAM+,ZNAM+"
"NPC_|Record Header:+;RNAM:Khajiit ""Khajiit"" [RACE:000223C7->Khajiit ""Khajiit Cathay"" [RACE:0;CNAM:Battlemage ""Battlemage"" [CLAS:00->Battlemage ""Sorceror"" [CLAS:0002;LNAM:0.000000->0.001000;ENAM:+;ZNAM:+;",1,00034E7A|Oblivion.esm|NPC_|"""Record Header+"",RNAM,CNAM,LNAM,ENAM+,ZNAM+"
"NPC_|Record Header:+;SPLO:+;SCRI:+;CNAM:Guard ""Guard"" [CLAS:00034E6E]->aatGuardLeyawiin ""Leyawiin Guard;",1,00034E8B|Oblivion.esm|NPC_|"""Record Header+"",SPLO+,SCRI+,CNAM"
"NPC_|Record Header:+;SPLO:+;HNAM:DarkElfTopknot ""Quick Knot"" [HAI->aaAlessia ""Court"" [HAIR:EC003100;ENAM:+;",1,00034E8C|Oblivion.esm|NPC_|"""Record Header+"",SPLO+,HNAM,ENAM+"
NPC_|Record Header:+;ZNAM:DefaultCombatRejectPCYield [CSTY->NPCNecromancerBoss [CSTY:0501B0F;FNAM:5C 55->E6 21;,1,00034EAD|Oblivion.esm|NPC_|"""Record Header+"",ZNAM,FNAM"
"NPC_|Record Header:+;CNAM:Sorcerer ""Sorcerer"" [CLAS:000237->Sorcerer ""Battlemage"" [CLAS:0002;ZNAM:+;FNAM:45 7F->48 1D;",1,00034EB1|Oblivion.esm|NPC_|"""Record Header+"",CNAM,ZNAM+,FNAM"
"NPC_|Record Header:+;CNAM:Battlemage ""Battlemage"" [CLAS:00->Battlemage ""Sorceror"" [CLAS:0002;ZNAM:+;",1,00034EB3|Oblivion.esm|NPC_|"""Record Header+"",CNAM,ZNAM+"
"NPC_|Record Header:+;CNAM:Sorcerer ""Sorcerer"" [CLAS:000237->Mage ""Mage"" [CLAS:000105D6];ZNAM:+;",1,00034EB5|Oblivion.esm|NPC_|"""Record Header+"",CNAM,ZNAM+"
NPC_|Record Header:+;LNAM:0.000000->0.010669;ZNAM:+;,1,00034EB7|Oblivion.esm|NPC_|"""Record Header+"",LNAM,ZNAM+"
"NPC_|Record Header:+;SPLO:+;SCRI:+;CNAM:Guard ""Guard"" [CLAS:00034E6E]->aatGuardLeyawiin ""Leyawiin Guard;LNAM:0.261177->0.261200;ZNAM:+;",1,000353D5|Oblivion.esm|NPC_|"""Record Header+"",SPLO+,SCRI+,CNAM,LNAM,ZNAM+"
"NPC_|Record Header:+;SPLO:+;SCRI:+;CNAM:Guard ""Guard"" [CLAS:00034E6E]->aatGuardLeyawiin ""Leyawiin Guard;LNAM:0.800226->0.404096;ZNAM:+;",1,000353D6|Oblivion.esm|NPC_|"""Record Header+"",SPLO+,SCRI+,CNAM,LNAM,ZNAM+"
"NPC_|Record Header:+;SPLO:+;CNAM:Guard ""Guard"" [CLAS:00034E6E]->aatGuardLeyawiin ""Leyawiin Guard;LNAM:0.921232->0.921200;ZNAM:+;",1,0003554E|Oblivion.esm|NPC_|"""Record Header+"",SPLO+,CNAM,LNAM,ZNAM+"
"NPC_|Record Header:+;CNAM:Noble ""Noble"" [CLAS:00023E63]->Necromancer ""Necromancer"" [CLAS:;",1,00035649|Oblivion.esm|NPC_|"""Record Header+"",CNAM"
"NPC_|Record Header:+;CNAM:Battlemage ""Battlemage"" [CLAS:00->Battlemage ""Sorceror"" [CLAS:0002;ENAM:+;ZNAM:DefaultNoFlee [CSTY:000983F8]->1DefaultMaraudersBoss [CSTY:0501;",1,000356EC|Oblivion.esm|NPC_|"""Record Header+"",CNAM,ENAM+,ZNAM"
"NPC_|Record Header:+;RNAM:Khajiit ""Khajiit"" [RACE:000223C7->Khajiit ""Khajiit Cathay"" [RACE:0;SPLO:+;ZNAM:+;",2,00035703|Oblivion.esm|NPC_|"""Record Header+"",RNAM,SPLO+,ZNAM+"
"NPC_|Record Header:+;SPLO:+;CNAM:Guard ""Guard"" [CLAS:00034E6E]->aatGuardLeyawiin ""Leyawiin Guard;LNAM:0.859890->0.816889;ZNAM:+;",1,0003597A|Oblivion.esm|NPC_|"""Record Header+"",SPLO+,CNAM,LNAM,ZNAM+"
"NPC_|Record Header:+;SPLO:+;CNAM:Guard ""Guard"" [CLAS:00034E6E]->aatGuardLeyawiin ""Leyawiin Guard;LNAM:0.680380->0.680400;ZNAM:+;",1,0003597B|Oblivion.esm|NPC_|"""Record Header+"",SPLO+,CNAM,LNAM,ZNAM+"
"NPC_|Record Header:+;FULL:S'Krivva->S'krivva;RNAM:Khajiit ""Khajiit"" [RACE:000223C7->Khajiit ""Khajiit Cathay"" [RACE:0;ZNAM:+;",1,00035DD6|Oblivion.esm|NPC_|"""Record Header+"",FULL,RNAM,ZNAM+"
"NPC_|Record Header:+;INAM:+;SPLO:+;HNAM:PonytailTwist ""Ponytail Twist"" [->aaNarinaHair ""Narina Hair"" [HAIR;",1,00035EBB|Oblivion.esm|NPC_|"""Record Header+"",INAM+,SPLO+,HNAM"
"NPC_|Record Header:+;SPLO:+;SCRI:+;CNAM:Guard ""Guard"" [CLAS:00034E6E]->aatGuardLight ""Guard"" [CLAS:C301;",1,00035EBF|Oblivion.esm|NPC_|"""Record Header+"",SPLO+,SCRI+,CNAM"
NPC_|Record Header:+;LNAM:0.000000->0.001000;ENAM:+;ZNAM:+;,1,00035EC2|Oblivion.esm|NPC_|"""Record Header+"",LNAM,ENAM+,ZNAM+"
NPC_|Record Header:+;SPLO:+;SCRI:+;ZNAM:NPCMarauderMissile [CSTY:000CA0D->1NPCMarauderMissileCold [CSTY:05;,1,00035FD5|Oblivion.esm|NPC_|"""Record Header+"",SPLO+,SCRI+,ZNAM"
"NPC_|Record Header:+;SPLO:+;SCRI:+;CNAM:Guard ""Guard"" [CLAS:00034E6E]->aatGuardLight ""Guard"" [CLAS:C301;LNAM:0.350000->0.800256;ZNAM:+;",1,000362CA|Oblivion.esm|NPC_|"""Record Header+"",SPLO+,SCRI+,CNAM,LNAM,ZNAM+"
NPC_|Record Header:+;FULL:Necromancer->Master of the Dead;ZNAM:+;,1,000366E9|Oblivion.esm|NPC_|"""Record Header+"",FULL,ZNAM+"
NPC_|Record Header:+;SPLO:+;LNAM:0.000000->0.001000;ENAM:+;,1,00037C33|Oblivion.esm|NPC_|"""Record Header+"",SPLO+,LNAM,ENAM+"
"NPC_|Record Header:+;SPLO:+;CNAM:Guard ""Guard"" [CLAS:00034E6E]->aatGuardLight ""Guard"" [CLAS:C301;ZNAM:+;",1,00037F73|Oblivion.esm|NPC_|"""Record Header+"",SPLO+,CNAM,ZNAM+"
NPC_|Record Header:+;SPLO:+;LNAM:0.915220->0.620045;ZNAM:+;,1,00038A61|Oblivion.esm|NPC_|"""Record Header+"",SPLO+,LNAM,ZNAM+"
"NPC_|Record Header:+;INAM:+;SCRI:+;CNAM:Noble ""Noble"" [CLAS:00023E63]->Barbarian ""Barbarian"" [CLAS:0002;",1,00038EDD|Oblivion.esm|NPC_|"""Record Header+"",INAM+,SCRI+,CNAM"
"NPC_|Record Header:+;SPLO:+;SCRI:+;HNAM:RedguardClassic ""Frizzy"" [HAIR:0->Cropped ""Cropped"" [HAIR:0018A891;LNAM:0.230000->0.494500;ENAM:+;",1,0003B3D3|Oblivion.esm|NPC_|"""Record Header+"",SPLO+,SCRI+,HNAM,LNAM,ENAM+"
NPC_|Record Header:+;SPLO:+;HNAM:+;LNAM:+;ENAM:+;ZNAM:+;,1,0003B3DC|Oblivion.esm|NPC_|"""Record Header+"",SPLO+,HNAM+,LNAM+,ENAM+,ZNAM+"
"NPC_|Record Header:+;SPLO:+;CNAM:Archer ""Archer"" [CLAS:0002378B]->Hunter ""Hunter"" [CLAS:00023D9C];ZNAM:+;",1,0003C15F|Oblivion.esm|NPC_|"""Record Header+"",SPLO+,CNAM,ZNAM+"
NPC_|Record Header:+;INAM:+;ENAM:+;,1,0003C805|Oblivion.esm|NPC_|"""Record Header+"",INAM+,ENAM+"
NPC_|Record Header:+;INAM:+;LNAM:0.000000->0.001000;ENAM:+;,1,0003CD1A|Oblivion.esm|NPC_|"""Record Header+"",INAM+,LNAM,ENAM+"
"NPC_|Record Header:+;RNAM:Khajiit ""Khajiit"" [RACE:000223C7->Khajiit ""Khajiit Cathay"" [RACE:0;SCRI:+;LNAM:0.000000->0.894452;ENAM:+;ZNAM:+;",1,0003DB27|Oblivion.esm|NPC_|"""Record Header+"",RNAM,SCRI+,LNAM,ENAM+,ZNAM+"
"NPC_|Record Header:+;RNAM:Khajiit ""Khajiit"" [RACE:000223C7->Khajiit ""Khajiit Cathay"" [RACE:0;SCRI:+;ZNAM:+;",2,0003DB2B|Oblivion.esm|NPC_|"""Record Header+"",RNAM,SCRI+,ZNAM+"
NPC_|Record Header:+;SCRI:+;ZNAM:+;,2,0003DB2D|Oblivion.esm|NPC_|"""Record Header+"",SCRI+,ZNAM+"
"NPC_|Record Header:+;RNAM:Khajiit ""Khajiit"" [RACE:000223C7->Khajiit ""Khajiit Cathay"" [RACE:0;SCRI:+;LNAM:0.000000->0.453830;ZNAM:+;",1,0003DB31|Oblivion.esm|NPC_|"""Record Header+"",RNAM,SCRI+,LNAM,ZNAM+"
"NPC_|Record Header:+;SCRI:+;CNAM:BanditWizard ""Zealot Wizard"" [CL->BanditWizardBlunt ""Hedge Wizard"";ENAM:+;FNAM:45 7F->48 1D;",1,0003DC56|Oblivion.esm|NPC_|"""Record Header+"",SCRI+,CNAM,ENAM+,FNAM"
"NPC_|Record Header:+;SCRI:+;CNAM:BanditWizard ""Zealot Wizard"" [CL->BanditWizardBlunt ""Hedge Wizard"";ENAM:+;ZNAM:NPCBanditMage [CSTY:000CA0D4]->NPCBanditMageFrantic [CSTY:05011;FNAM:45 7F->48 1D;",1,0003DC57|Oblivion.esm|NPC_|"""Record Header+"",SCRI+,CNAM,ENAM+,ZNAM,FNAM"
"NPC_|Record Header:+;SCRI:+;CNAM:BanditWizard ""Zealot Wizard"" [CL->BanditWizardBlunt ""Hedge Wizard"";FNAM:45 7F->48 1D;",1,0003DC58|Oblivion.esm|NPC_|"""Record Header+"",SCRI+,CNAM,FNAM"
NPC_|Record Header:+;LNAM:0.000000->0.819727;ZNAM:+;,1,0003E92F|Oblivion.esm|NPC_|"""Record Header+"",LNAM,ZNAM+"
NPC_|Record Header:+;LNAM:0.000000->0.804457;ENAM:+;ZNAM:+;,1,0004738E|Oblivion.esm|NPC_|"""Record Header+"",LNAM,ENAM+,ZNAM+"
NPC_|Record Header:+;SPLO:+;SCRI:+;LNAM:0.872463->0.234474;ZNAM:+;,1,0004A2BF|Oblivion.esm|NPC_|"""Record Header+"",SPLO+,SCRI+,LNAM,ZNAM+"
NPC_|Record Header:+;SPLO:+;LNAM:0.000000->0.914165;ZNAM:+;,1,0004A938|Oblivion.esm|NPC_|"""Record Header+"",SPLO+,LNAM,ZNAM+"
"NPC_|Record Header:+;INAM:+;CNAM:Pilgrim ""Pilgrim"" [CLAS:00000832->Savant ""Savant"" [CLAS:00023E6B];LNAM:0.000000->0.001000;ENAM:+;",1,0004B76F|Oblivion.esm|NPC_|"""Record Header+"",INAM+,CNAM,LNAM,ENAM+"
"NPC_|Record Header:+;FULL:Conjurer->Mythic Dawn Acolyte;SCRI:+;CNAM:Conjurer ""Conjurer"" [CLAS:0004B9->MythicDawnAgent ""Mythic Dawn Age;",1,0004B909|Oblivion.esm|NPC_|"""Record Header+"",FULL,SCRI+,CNAM"
NPC_|Record Header:+;FULL:Conjurer->Mythic Dawn Ritualist;SCRI:+;ENAM:+;ZNAM:NPCConjurer [CSTY:000CA0D5]->NPCConjurerCold [CSTY:050114B8];FNAM:45 7F->48 1D;,1,0004B928|Oblivion.esm|NPC_|"""Record Header+"",FULL,SCRI+,ENAM+,ZNAM,FNAM"
"NPC_|Record Header:+;FULL:Conjurer->Mythic Dawn Acolyte;SCRI:+;CNAM:Conjurer ""Conjurer"" [CLAS:0004B9->MythicDawnAgent ""Mythic Dawn Age;LNAM:0.000000->0.738829;ENAM:+;FNAM:45 7F->48 1D;",1,0004B929|Oblivion.esm|NPC_|"""Record Header+"",FULL,SCRI+,CNAM,LNAM,ENAM+,FNAM"
NPC_|Record Header:+;FULL:Conjurer->Mythic Dawn Ritualist;SCRI:+;LNAM:0.000000->0.874536;ZNAM:NPCConjurer [CSTY:000CA0D5]->1NPCMarauderMageCold [CSTY:05010;FNAM:5C 55->E6 21;,1,0004B92A|Oblivion.esm|NPC_|"""Record Header+"",FULL,SCRI+,LNAM,ZNAM,FNAM"
"NPC_|Record Header:+;FULL:Conjurer->Mythic Dawn Acolyte;SCRI:+;CNAM:Conjurer ""Conjurer"" [CLAS:0004B9->MythicDawnAgent ""Mythic Dawn Age;ZNAM:NPCConjurer [CSTY:000CA0D5]->NPCConjurerFrantic [CSTY:050114B;FNAM:45 7F->48 1D;",1,0004B92B|Oblivion.esm|NPC_|"""Record Header+"",FULL,SCRI+,CNAM,ZNAM,FNAM"
NPC_|Record Header:+;FULL:Conjurer->Mythic Dawn Ritualist;SCRI:+;LNAM:0.000000->0.112104;ENAM:+;FNAM:45 7F->E6 21;,1,0004B92C|Oblivion.esm|NPC_|"""Record Header+"",FULL,SCRI+,LNAM,ENAM+,FNAM"
NPC_|Record Header:+;FULL:Conjurer->Mythic Dawn Ritualist;SCRI:+;LNAM:0.000000->0.378229;ZNAM:NPCConjurer [CSTY:000CA0D5]->NPCConjurerCold [CSTY:050114B8];FNAM:5C 55->E6 21;,1,0004B92D|Oblivion.esm|NPC_|"""Record Header+"",FULL,SCRI+,LNAM,ZNAM,FNAM"
"NPC_|Record Header:+;FULL:Conjurer->Mythic Dawn Acolyte;SCRI:+;CNAM:Conjurer ""Conjurer"" [CLAS:0004B9->MythicDawnAgent ""Mythic Dawn Age;ZNAM:NPCConjurer [CSTY:000CA0D5]->NPCConjurerCold [CSTY:050114B8];FNAM:5C 55->E6 21;",1,0004B92E|Oblivion.esm|NPC_|"""Record Header+"",FULL,SCRI+,CNAM,ZNAM,FNAM"
NPC_|Record Header:+;FULL:Necromancer->Obsessed Necromancer;SCRI:+;LNAM:0.000000->0.648626;ENAM:+;ZNAM:NPCNecromancer [CSTY:000CA0D6]->NPCNecromancerFrantic [CSTY:0501;,1,0004B936|Oblivion.esm|NPC_|"""Record Header+"",FULL,SCRI+,LNAM,ENAM+,ZNAM"
NPC_|Record Header:+;SCRI:+;ZNAM:NPCNecromancer [CSTY:000CA0D6]->NPCNecromancerCold [CSTY:050114B;,3,0004B937|Oblivion.esm|NPC_|"""Record Header+"",SCRI+,ZNAM"
NPC_|Record Header:+;FULL:Necromancer->Obsessed Necromancer;SCRI:+;LNAM:0.000000->0.135787;ZNAM:NPCNecromancer [CSTY:000CA0D6]->NPCNecromancerFrantic [CSTY:0501;,1,0004B938|Oblivion.esm|NPC_|"""Record Header+"",FULL,SCRI+,LNAM,ZNAM"
NPC_|Record Header:+;FULL:Necromancer->Obsessed Necromancer;SCRI:+;ENAM:+;ZNAM:NPCNecromancer [CSTY:000CA0D6]->NPCNecromancerFrantic [CSTY:0501;,2,0004B939|Oblivion.esm|NPC_|"""Record Header+"",FULL,SCRI+,ENAM+,ZNAM"
NPC_|Record Header:+;SCRI:+;ZNAM:NPCNecromancer [CSTY:000CA0D6]->NPCNecromancerFrantic [CSTY:0501;,1,0004B93A|Oblivion.esm|NPC_|"""Record Header+"",SCRI+,ZNAM"
NPC_|Record Header:+;SCRI:+;LNAM:0.000000->0.324370;,1,0004B93C|Oblivion.esm|NPC_|"""Record Header+"",SCRI+,LNAM"
"NPC_|Record Header:+;FULL:Conjurer Adept->Dagonite Doomsayer;SCRI:+;CNAM:Conjurer ""Conjurer"" [CLAS:0004B9->MythicDawnAdept ""Mythic Dawn Ade;ENAM:+;ZNAM:NPCConjurer [CSTY:000CA0D5]->NPCConjurerBoss [CSTY:0501984E];FNAM:45 7F->48 1D;",1,0004B940|Oblivion.esm|NPC_|"""Record Header+"",FULL,SCRI+,CNAM,ENAM+,ZNAM,FNAM"
"NPC_|Record Header:+;FULL:Conjurer Adept->Dagonite Doomsayer;SCRI:+;CNAM:Conjurer ""Conjurer"" [CLAS:0004B9->MythicDawnAdept ""Mythic Dawn Ade;ZNAM:NPCConjurer [CSTY:000CA0D5]->NPCConjurerBoss [CSTY:0501984E];FNAM:5C 55->E6 21;",1,0004B941|Oblivion.esm|NPC_|"""Record Header+"",FULL,SCRI+,CNAM,ZNAM,FNAM"
"NPC_|Record Header:+;FULL:Conjurer Adept->Dagonite Harbinger;CNAM:Conjurer ""Conjurer"" [CLAS:0004B9->MythicDawnAdept ""Mythic Dawn Ade;ZNAM:NPCConjurer [CSTY:000CA0D5]->NPCConjurerCold [CSTY:050114B8];FNAM:5C 55->E6 21;",1,0004B942|Oblivion.esm|NPC_|"""Record Header+"",FULL,CNAM,ZNAM,FNAM"
"NPC_|Record Header:+;FULL:Conjurer Adept->Dagonite Harbinger;SCRI:+;CNAM:Conjurer ""Conjurer"" [CLAS:0004B9->MythicDawnAdept ""Mythic Dawn Ade;LNAM:0.000000->0.205021;ENAM:+;ZNAM:NPCConjurer [CSTY:000CA0D5]->NPCConjurerBoss [CSTY:0501984E];FNAM:45 7F->48 1D;",1,0004B943|Oblivion.esm|NPC_|"""Record Header+"",FULL,SCRI+,CNAM,LNAM,ENAM+,ZNAM,FNAM"
NPC_|Record Header:+;FULL:Necromancer Adept->Keeper of the Dead;SCRI:+;LNAM:0.000000->0.676547;ENAM:+;ZNAM:NPCNecromancer [CSTY:000CA0D6]->NPCNecromancerBoss [CSTY:0501B0F;,1,0004B946|Oblivion.esm|NPC_|"""Record Header+"",FULL,SCRI+,LNAM,ENAM+,ZNAM"
NPC_|Record Header:+;FULL:Necromancer Adept->Keeper of the Dead;SCRI:+;LNAM:0.000000->0.073860;ZNAM:NPCNecromancer [CSTY:000CA0D6]->NPCNecromancerBoss [CSTY:0501B0F;,1,0004B947|Oblivion.esm|NPC_|"""Record Header+"",FULL,SCRI+,LNAM,ZNAM"
"NPC_|Record Header:+;FULL:Necromancer Adept->Keeper of the Dead;SCRI:+;HNAM:BretonTonsure ""Tonsure"" [HAIR:00->ElfPonytail ""Windbound"" [HAIR:00;LNAM:0.000000->0.265700;ENAM:+;ZNAM:NPCNecromancer [CSTY:000CA0D6]->NPCNecromancerBoss [CSTY:0501B0F;",1,0004B948|Oblivion.esm|NPC_|"""Record Header+"",FULL,SCRI+,HNAM,LNAM,ENAM+,ZNAM"
NPC_|Record Header:+;SPLO:+;LNAM:0.427869->0.365154;ZNAM:+;,1,0004BFB2|Oblivion.esm|NPC_|"""Record Header+"",SPLO+,LNAM,ZNAM+"
NPC_|Record Header:+;SPLO:+;LNAM:0.000000->0.206135;,1,000514C5|Oblivion.esm|NPC_|"""Record Header+"",SPLO+,LNAM"
NPC_|Record Header:+;FULL:Heretic Crusader->Heretic Warpriest;LNAM:0.000000->0.540118;,1,0005283C|Oblivion.esm|NPC_|"""Record Header+"",FULL,LNAM"
NPC_|Record Header:+;FULL:Heretic Warpriest->Transformed Heretic;LNAM:0.000000->0.164707;,1,0005283D|Oblivion.esm|NPC_|"""Record Header+"",FULL,LNAM"
NPC_|Record Header:+;FULL:Zealot Proselytizer->Zealot Matriarch;LNAM:0.000000->0.079031;,1,00052841|Oblivion.esm|NPC_|"""Record Header+"",FULL,LNAM"
NPC_|Record Header:+;FULL:Zealot Matriarch->Ascended Zealot;LNAM:0.000000->0.482522;,1,00052842|Oblivion.esm|NPC_|"""Record Header+"",FULL,LNAM"
NPC_|Record Header:+;SPLO:+;LNAM:0.812189->0.287881;ZNAM:+;,1,0005466B|Oblivion.esm|NPC_|"""Record Header+"",SPLO+,LNAM,ZNAM+"
NPC_|Record Header:+;FULL:Imperial Watch->Imperial Guardian;SPLO:+;SCRI:+;LNAM:0.311228->0.457991;ZNAM:+;,1,000546F2|Oblivion.esm|NPC_|"""Record Header+"",FULL,SPLO+,SCRI+,LNAM,ZNAM+"
NPC_|Record Header:+;SPLO:+;SCRI:+;LNAM:0.106449->0.570544;ZNAM:+;,1,000546FD|Oblivion.esm|NPC_|"""Record Header+"",SPLO+,SCRI+,LNAM,ZNAM+"
NPC_|Record Header:+;FULL:Knight of Order->Elite Knight of Order;,1,00055199|Oblivion.esm|NPC_|"""Record Header+"",FULL"
NPC_|Record Header:+;SPLO:+;SCRI:+;LNAM:0.876980->0.877000;ZNAM:+;,1,00058A8C|Oblivion.esm|NPC_|"""Record Header+"",SPLO+,SCRI+,LNAM,ZNAM+"
NPC_|Record Header:+;SPLO:+;SCRI:+;LNAM:0.207495->0.444441;ZNAM:+;,1,00058AF5|Oblivion.esm|NPC_|"""Record Header+"",SPLO+,SCRI+,LNAM,ZNAM+"
NPC_|Record Header:+;SPLO:+;LNAM:0.000000->0.620260;FNAM:5C 55->E6 21;,1,00059D2E|Oblivion.esm|NPC_|"""Record Header+"",SPLO+,LNAM,FNAM"
NPC_|Record Header:+;SPLO:+;LNAM:0.000000->0.993683;ZNAM:TG11PalaceGuard [CSTY:0000C3D8]->DefaultGuardImperialCold [CSTY:0;,1,0006653D|Oblivion.esm|NPC_|"""Record Header+"",SPLO+,LNAM,ZNAM"
NPC_|Record Header:+;SPLO:+;LNAM:0.000000->0.313028;ZNAM:TG11PalaceGuard [CSTY:0000C3D8]->DefaultGuardImperial [CSTY:05003;,1,0006653F|Oblivion.esm|NPC_|"""Record Header+"",SPLO+,LNAM,ZNAM"
NPC_|Record Header:+;SPLO:+;LNAM:0.490000->0.955900;ZNAM:TG11PalaceGuard [CSTY:0000C3D8]->DefaultGuardImperial [CSTY:05003;,1,000666E7|Oblivion.esm|NPC_|"""Record Header+"",SPLO+,LNAM,ZNAM"
NPC_|Record Header:+;SPLO:+;LNAM:1.000000->0.269967;ZNAM:TG11PalaceGuard [CSTY:0000C3D8]->DefaultGuardImperialCold [CSTY:0;,1,000666E9|Oblivion.esm|NPC_|"""Record Header+"",SPLO+,LNAM,ZNAM"
NPC_|Record Header:+;SPLO:+;LNAM:1.000000->0.129612;ZNAM:TG11PalaceGuard [CSTY:0000C3D8]->DefaultGuardImperial [CSTY:05003;,1,000666EB|Oblivion.esm|NPC_|"""Record Header+"",SPLO+,LNAM,ZNAM"
NPC_|Record Header:+;SPLO:+;LNAM:0.480000->0.268227;ZNAM:TG11PalaceGuard [CSTY:0000C3D8]->DefaultGuardImperialCold [CSTY:0;,1,000666FF|Oblivion.esm|NPC_|"""Record Header+"",SPLO+,LNAM,ZNAM"
NPC_|Record Header:+;SPLO:+;SCRI:+;ZNAM:+;FNAM:7E 34->B6 03;,1,00069AD8|Oblivion.esm|NPC_|"""Record Header+"",SPLO+,SCRI+,ZNAM+,FNAM"
"NPC_|Record Header:+;FULL:Conjurer->Mythic Dawn Acolyte;SCRI:+;CNAM:Conjurer ""Conjurer"" [CLAS:0004B9->MythicDawnAgent ""Mythic Dawn Age;ENAM:+;FNAM:45 7F->48 1D;",1,00069ADA|Oblivion.esm|NPC_|"""Record Header+"",FULL,SCRI+,CNAM,ENAM+,FNAM"
NPC_|Record Header:+;FULL:Conjurer->Mythic Dawn Ritualist;SCRI:+;FNAM:5C 55->48 1D;,1,00069ADB|Oblivion.esm|NPC_|"""Record Header+"",FULL,SCRI+,FNAM"
"NPC_|Record Header:+;FULL:Vampire Battlemage->Fearsome Vampire Battlemage;CNAM:Battlemage ""Battlemage"" [CLAS:00->Battlemage ""Sorceror"" [CLAS:0002;ZNAM:NPCVampireMage [CSTY:000CA0D0]->NPCVampireMageCold [CSTY:050114B;",1,00069AEB|Oblivion.esm|NPC_|"""Record Header+"",FULL,CNAM,ZNAM"
NPC_|Record Header:+;LNAM:0.000000->0.115622;,1,0006A82E|Oblivion.esm|NPC_|"""Record Header+"",LNAM"
NPC_|Record Header:+;LNAM:0.760000->0.531100;,1,0006AAB0|Oblivion.esm|NPC_|"""Record Header+"",LNAM"
NPC_|Record Header:+;FULL:Imperial Legion Forester->Dead Imperial Legion Forester;SPLO:+;,1,0006B592|Oblivion.esm|NPC_|"""Record Header+"",FULL,SPLO+"
NPC_|Record Header:+;SPLO:+;SCRI:+;LNAM:0.199896->0.339610;ENAM:+;ZNAM:+;,1,0006E629|Oblivion.esm|NPC_|"""Record Header+"",SPLO+,SCRI+,LNAM,ENAM+,ZNAM+"
NPC_|Record Header:+;SPLO:+;SCRI:+;LNAM:0.810114->0.057283;ZNAM:+;,1,0006E632|Oblivion.esm|NPC_|"""Record Header+"",SPLO+,SCRI+,LNAM,ZNAM+"
NPC_|Record Header:+;SPLO:+;SCRI:+;LNAM:0.041322->0.638905;ZNAM:+;,1,000700C0|Oblivion.esm|NPC_|"""Record Header+"",SPLO+,SCRI+,LNAM,ZNAM+"
