target_fid,target_master,signature,editor_id,record_name,change_summary,diff_pattern_key,ooo_touch_reason,target_record_in_current_ooo,recommend
00095331,Oblivion.esm,NPC_,DarkPrisonGuard06,"DarkPrisonGuard06 ""Gepard Montrose"" [NPC_:00095331]","""Record Header+"",FULL,SPLO+,LNAM,ENAM+,ZNAM+,FNAM",NPC_|Record Header:+;FULL:Captain Gepard Montrose->Gepard Montrose;SPLO:+;LNAM:0.000000->0.001000;ENAM:+;ZNAM:+;FNAM:45 7F->48 1D;,references_ooo,present,review
000977DA,Oblivion.esm,NPC_,Hindaril,"Hindaril ""Hindaril"" [NPC_:000977DA]","""Record Header+"",CNAM,LNAM,ZNAM+","NPC_|Record Header:+;CNAM:Warrior ""Warrior"" [CLAS:00023787->HindarilClass [CLAS:C401C494];LNAM:0.677328->0.677300;ZNAM:+;",references_ooo,present,review
0009786B,Oblivion.esm,NPC_,BurMeema,"BurMeema ""Bur-Meema"" [NPC_:0009786B]","""Record Header+"",SPLO+",NPC_|Record Header:+;SPLO:+;,references_ooo,present,review
00097C79,Oblivion.esm,NPC_,MS94Soldier01,"MS94Soldier01 ""Imperial Legion Soldier"" [NPC_:00097C79]","""Record Header+"",SPLO+,LNAM,ZNAM+",NPC_|Record Header:+;SPLO:+;LNAM:0.099918->0.479659;ZNAM:+;,references_ooo,present,review
00098176,Oblivion.esm,NPC_,BWCWatersEdge2,"BWCWatersEdge2 ""Blackwood Company Guard"" [NPC_:00098176]","""Record Header+"",SPLO+,ZNAM+",NPC_|Record Header:+;SPLO:+;ZNAM:+;,references_ooo,present,review
0009828B,Oblivion.esm,NPC_,GhorubgroUgdub,"GhorubgroUgdub ""Ghorub gro-Ugdub"" [NPC_:0009828B]","""Record Header+"",SPLO+,ENAM+,ZNAM+",NPC_|Record Header:+;SPLO:+;ENAM:+;ZNAM:+;,references_ooo,present,review
0009829B,Oblivion.esm,NPC_,MuggraMurgak,"MuggraMurgak ""Mug gro-Murgak"" [NPC_:0009829B]","""Record Header+"",SPLO+,LNAM",NPC_|Record Header:+;SPLO:+;LNAM:0.000000->0.461266;,references_ooo,present,review
000982FA,Oblivion.esm,NPC_,BravilGuardCastlePatrolDay01,"BravilGuardCastlePatrolDay01 ""Bravil Guard"" [NPC_:000982FA]","""Record Header+"",SPLO+,SCRI,ZNAM+",NPC_|Record Header:+;SPLO:+;SCRI:BravilCastleGuardScript [SCPT:00->DieYouDamnVanillaGuarDie [SCPT:0;ZNAM:+;,references_ooo,present,review
000982FB,Oblivion.esm,NPC_,BravilGuardCastlePatrolNight01,"BravilGuardCastlePatrolNight01 ""Bravil Guard"" [NPC_:000982FB]","""Record Header+"",SPLO+,ZNAM+",NPC_|Record Header:+;SPLO:+;ZNAM:+;,references_ooo,present,review
0009C226,Oblivion.esm,NPC_,Mq14DremoraSigilGuard,"Mq14DremoraSigilGuard ""Sigil Master"" [NPC_:0009C226]","""Record Header+"",FULL,SCRI+,ZNAM+",NPC_|Record Header:+;FULL:Sigil Keeper->Sigil Master;SCRI:+;ZNAM:+;,references_ooo,present,review
000A2ADD,Oblivion.esm,NPC_,DABoethiaChosen01,"DABoethiaChosen01 ""Boethia's Chosen"" [NPC_:000A2ADD]","""Record Header+"",LNAM,ZNAM",NPC_|Record Header:+;LNAM:0.000000->0.001000;ZNAM:NPCBanditMissile [CSTY:000CA0D7]->NPCBanditMissileCold [CSTY:05011;,references_ooo,present,review
000A2ADE,Oblivion.esm,NPC_,DABoethiaChosen02,"DABoethiaChosen02 ""Boethia's Chosen"" [NPC_:000A2ADE]","""Record Header+"",CNAM,FNAM","NPC_|Record Header:+;CNAM:BanditWizard ""Zealot Wizard"" [CL->BanditWizard ""Bandit Wizard"" [CL;FNAM:45 7F->48 1D;",references_ooo,present,review
000A2AE1,Oblivion.esm,NPC_,DABoethiaChosen05,"DABoethiaChosen05 ""Boethia's Chosen"" [NPC_:000A2AE1]","""Record Header+"",CNAM,LNAM,ZNAM","NPC_|Record Header:+;CNAM:MarauderMage ""Marauder Mage"" [CL->BanditWizard ""Bandit Wizard"" [CL;LNAM:0.000000->0.001000;ZNAM:NPCMarauderMage [CSTY:000CA0D3]->UOPMarauderMageNoYield [CSTY:0C0;",references_ooo,present,review
000A2AE2,Oblivion.esm,NPC_,DABoethiaChosen06,"DABoethiaChosen06 ""Boethia's Chosen"" [NPC_:000A2AE2]","""Record Header+"",RNAM,ZNAM+","NPC_|Record Header:+;RNAM:Khajiit ""Khajiit"" [RACE:000223C7->Khajiit ""Khajiit Cathay"" [RACE:0;ZNAM:+;",references_ooo,present,review
000A2AE3,Oblivion.esm,NPC_,DABoethiaChosen07,"DABoethiaChosen07 ""Boethia's Chosen"" [NPC_:000A2AE3]","""Record Header+"",ZNAM+,FNAM",NPC_|Record Header:+;ZNAM:+;FNAM:7E 34->B6 03;,references_ooo,present,review
000A2AE4,Oblivion.esm,NPC_,DABoethiaChosen08,"DABoethiaChosen08 ""Boethia's Chosen"" [NPC_:000A2AE4]","""Record Header+"",ZNAM+",NPC_|Record Header:+;ZNAM:+;,references_ooo,present,review
000A2AE5,Oblivion.esm,NPC_,DABoethiaChosen09,"DABoethiaChosen09 ""Boethia's Chosen"" [NPC_:000A2AE5]","""Record Header+"",ZNAM+",NPC_|Record Header:+;ZNAM:+;,references_ooo,present,review
000A2AE6,Oblivion.esm,NPC_,DABoethiaChosen10,"DABoethiaChosen10 ""Boethia's Chosen"" [NPC_:000A2AE6]","""Record Header+"",CNAM,LNAM,ZNAM","NPC_|Record Header:+;CNAM:BanditMissile ""Bandit Archer"" [C->Hunter ""Hunter"" [CLAS:00023D9C];LNAM:0.000000->0.001000;ZNAM:NPCBanditMissile [CSTY:000CA0D7]->UOPBanditMissileNoYield [CSTY:0C;",references_ooo,present,review
000A3166,Oblivion.esm,NPC_,Blade5,"Blade5 ""Achille"" [NPC_:000A3166]","""Record Header+"",SPLO+,CNAM,ENAM+,ZNAM+,FNAM","NPC_|Record Header:+;SPLO:+;CNAM:BladeClass ""Blade Class"" [CLAS:0->BladeClass ""Blade"" [CLAS:0009348;ENAM:+;ZNAM:+;FNAM:45 7F->48 1D;",references_ooo,present,review
000ACE6D,Oblivion.esm,NPC_,SisterAngrond,"SisterAngrond ""Sister Angrond"" [NPC_:000ACE6D]","""Record Header+"",LNAM",NPC_|Record Header:+;LNAM:0.000000->0.001000;,references_ooo,present,review
000ACE73,Oblivion.esm,NPC_,SisterPhebeJeanard,"SisterPhebeJeanard ""Sister Phebe Jeanard"" [NPC_:000ACE73]","""Record Header+"",SPLO+,FNAM",NPC_|Record Header:+;SPLO:+;FNAM:45 7F->48 1D;,references_ooo,present,review
000AED40,Oblivion.esm,NPC_,ArenaFan1,"ArenaFan1 ""Adoring Fan"" [NPC_:000AED40]","""Record Header+""",NPC_|Record Header:+;,references_ooo,present,review
000B166E,Oblivion.esm,NPC_,SingsLikeThunder,"SingsLikeThunder ""Sings-Like-Thunder"" [NPC_:000B166E]","""Record Header+"",LNAM,ENAM+",NPC_|Record Header:+;LNAM:0.000000->0.001000;ENAM:+;,references_ooo,present,review
000B1670,Oblivion.esm,NPC_,HearsVoicesInTheAir,"HearsVoicesInTheAir ""Hears-Voices-In-The-Air"" [NPC_:000B1670]","""Record Header+"",LNAM,ZNAM+",NPC_|Record Header:+;LNAM:0.000000->0.001000;ZNAM:+;,references_ooo,present,review
000B167F,Oblivion.esm,NPC_,HanzgroHubrag,"HanzgroHubrag ""Hanz gro-Hubrag"" [NPC_:000B167F]","""Record Header+"",SPLO+,SCRI+,ENAM+",NPC_|Record Header:+;SPLO:+;SCRI:+;ENAM:+;,references_ooo,present,review
000C45B5,Oblivion.esm,NPC_,ShadySam,"ShadySam ""Shady Sam"" [NPC_:000C45B5]","""Record Header+"",SPLO+,ZNAM+,FNAM",NPC_|Record Header:+;SPLO:+;ZNAM:+;FNAM:45 7F->48 1D;,references_ooo,present,review
000C5228,Oblivion.esm,NPC_,BanditHighwayman02,"BanditHighwayman02 ""Highwayman"" [NPC_:000C5228]","""Record Header+"",RNAM,SPLO+,ZNAM+","NPC_|Record Header:+;RNAM:Khajiit ""Khajiit"" [RACE:000223C7->Khajiit ""Khajiit Cathay"" [RACE:0;SPLO:+;ZNAM:+;",references_ooo,present,review
000C7619,Oblivion.esm,NPC_,ICPalaceGuardGreenWay02,"ICPalaceGuardGreenWay02 ""Palace Guard"" [NPC_:000C7619]","""Record Header+"",SPLO+,SCRI+,LNAM,ZNAM+",NPC_|Record Header:+;SPLO:+;SCRI:+;LNAM:0.872463->0.432142;ZNAM:+;,references_ooo,present,review
000C80FD,Oblivion.esm,NPC_,JalbertREF,"JalbertREF ""Jalbert"" [NPC_:000C80FD]","""Record Header+"",LNAM,ZNAM+",NPC_|Record Header:+;LNAM:0.000000->0.639190;ZNAM:+;,references_ooo,present,review
000C89E0,Oblivion.esm,NPC_,MQ16PalaceGuard,"MQ16PalaceGuard ""Palace Guard"" [NPC_:000C89E0]","""Record Header+"",SPLO+,ZNAM+",NPC_|Record Header:+;SPLO:+;ZNAM:+;,references_ooo,present,review
000C8C6C,Oblivion.esm,NPC_,SummonDremora1CaitiffMale1,"SummonDremora1CaitiffMale1 ""Dremora Caitiff"" [NPC_:000C8C6C]","""Record Header+"",HNAM+,LNAM+,ENAM+,ZNAM+",NPC_|Record Header:+;HNAM:+;LNAM:+;ENAM:+;ZNAM:+;,references_ooo,present,review
000C8C92,Oblivion.esm,NPC_,SummonDremora5MarkynazMale1,"SummonDremora5MarkynazMale1 ""Dremora Markynaz"" [NPC_:000C8C92]","""Record Header+"",HNAM+,LNAM+,ENAM+,ZNAM+",NPC_|Record Header:+;HNAM:+;LNAM:+;ENAM:+;ZNAM:+;,references_ooo,present,review
000CD327,Oblivion.esm,NPC_,MS08KurdanThug,"MS08KurdanThug ""Ra'jhera the Keeneye"" [NPC_:000CD327]","""Record Header+"",RNAM,SPLO+,HNAM+,LNAM+,ENAM+","NPC_|Record Header:+;RNAM:Khajiit ""Khajiit"" [RACE:000223C7->Khajiit ""Khajiit Cathay"" [RACE:0;SPLO:+;HNAM:+;LNAM:+;ENAM:+;",references_ooo,present,review
0010D759,Oblivion.esm,NPC_,ICPalaceGuardPostDay01,"ICPalaceGuardPostDay01 ""Palace Guard"" [NPC_:0010D759]","""Record Header+"",SPLO+,SCRI+,LNAM,ZNAM+",NPC_|Record Header:+;SPLO:+;SCRI:+;LNAM:0.612384->0.612400;ZNAM:+;,references_ooo,present,review
00115DF6,Oblivion.esm,NPC_,ICPalaceGuardPostDay02,"ICPalaceGuardPostDay02 ""Palace Guard"" [NPC_:00115DF6]","""Record Header+"",SPLO+,SCRI+,LNAM,ZNAM+",NPC_|Record Header:+;SPLO:+;SCRI:+;LNAM:0.945463->0.945500;ZNAM:+;,references_ooo,present,review
00115DF7,Oblivion.esm,NPC_,ICPalaceGuardPatrolDay01,"ICPalaceGuardPatrolDay01 ""Palace Guard"" [NPC_:00115DF7]","""Record Header+"",SPLO+,SCRI+,LNAM,ZNAM+",NPC_|Record Header:+;SPLO:+;SCRI:+;LNAM:0.258126->0.258100;ZNAM:+;,references_ooo,present,review
00115DF8,Oblivion.esm,NPC_,ICPalaceGuardPatrolNight01,"ICPalaceGuardPatrolNight01 ""Palace Guard"" [NPC_:00115DF8]","""Record Header+"",SPLO+,SCRI+,LNAM,ENAM+,ZNAM+",NPC_|Record Header:+;SPLO:+;SCRI:+;LNAM:0.833600->0.771752;ENAM:+;ZNAM:+;,references_ooo,present,review
00115DF9,Oblivion.esm,NPC_,ICPalaceGuardPostNight01,"ICPalaceGuardPostNight01 ""Palace Guard"" [NPC_:00115DF9]","""Record Header+"",SPLO+,SCRI+,LNAM,ZNAM+",NPC_|Record Header:+;SPLO:+;SCRI:+;LNAM:0.633137->0.173528;ZNAM:+;,references_ooo,present,review
00115DFA,Oblivion.esm,NPC_,ICPalaceGuardPostNight02,"ICPalaceGuardPostNight02 ""Palace Guard"" [NPC_:00115DFA]","""Record Header+"",SPLO+,SCRI+,LNAM,ZNAM+",NPC_|Record Header:+;SPLO:+;SCRI:+;LNAM:0.053652->0.009095;ZNAM:+;,references_ooo,present,review
00115DFB,Oblivion.esm,NPC_,ICPalaceGuardPostDay03,"ICPalaceGuardPostDay03 ""Palace Guard"" [NPC_:00115DFB]","""Record Header+"",SPLO+,SCRI+,LNAM,ZNAM+",NPC_|Record Header:+;SPLO:+;SCRI:+;LNAM:0.254738->0.254700;ZNAM:+;,references_ooo,present,review
00115DFC,Oblivion.esm,NPC_,ICPalaceGuardPostNight03,"ICPalaceGuardPostNight03 ""Palace Guard"" [NPC_:00115DFC]","""Record Header+"",SPLO+,SCRI+,LNAM,ZNAM+",NPC_|Record Header:+;SPLO:+;SCRI:+;LNAM:0.987884->0.058901;ZNAM:+;,references_ooo,present,review
00115DFD,Oblivion.esm,NPC_,ICPalaceGuardPostDay04,"ICPalaceGuardPostDay04 ""Palace Guard"" [NPC_:00115DFD]","""Record Header+"",SPLO+,SCRI+,LNAM,ZNAM+",NPC_|Record Header:+;SPLO:+;SCRI:+;LNAM:0.156652->0.156700;ZNAM:+;,references_ooo,present,review
00115DFE,Oblivion.esm,NPC_,ICPalaceGuardPostNight04,"ICPalaceGuardPostNight04 ""Palace Guard"" [NPC_:00115DFE]","""Record Header+"",SPLO+,SCRI+,LNAM,ZNAM+",NPC_|Record Header:+;SPLO:+;SCRI:+;LNAM:0.894131->0.078890;ZNAM:+;,references_ooo,present,review
0014683C,Oblivion.esm,NPC_,ArenaICBlueTeamGladiator,"ArenaICBlueTeamGladiator ""Blue Team Gladiator"" [NPC_:0014683C]","""Record Header+"",SPLO+",NPC_|Record Header:+;SPLO:+;,references_ooo,present,review
0014C46E,Oblivion.esm,NPC_,TG11MothPriestBossMale01,"TG11MothPriestBossMale01 ""Blind Moth Prelate"" [NPC_:0014C46E]","""Record Header+"",LNAM",NPC_|Record Header:+;LNAM:0.000000->0.007156;,references_ooo,present,review
0014C46F,Oblivion.esm,NPC_,TG11MothPriestBossFemale01,"TG11MothPriestBossFemale01 ""Blind Moth Prelate"" [NPC_:0014C46F]","""Record Header+"",LNAM,ENAM+",NPC_|Record Header:+;LNAM:0.000000->0.351272;ENAM:+;,references_ooo,present,review
00181C68,Oblivion.esm,NPC_,LerexusCallidus,"LerexusCallidus ""Lerexus Callidus"" [NPC_:00181C68]","""Record Header+"",SPLO+,SCRI",NPC_|Record Header:+;SPLO:+;SCRI:SQ02LerexusScript [SCPT:0018918D->BANLerexusCallidusScript [SCPT:0;,references_ooo,present,review
00181D1E,Oblivion.esm,NPC_,TG11PalaceGuardTopFloor,"TG11PalaceGuardTopFloor ""Palace Guard"" [NPC_:00181D1E]","""Record Header+"",SPLO+,SCRI+,CNAM,LNAM,ZNAM+","NPC_|Record Header:+;SPLO:+;SCRI:+;CNAM:Knight ""Knight"" [CLAS:00000836]->Warrior ""Warrior"" [CLAS:00023787;LNAM:0.497208->0.399731;ZNAM:+;",references_ooo,present,review
00185378,Oblivion.esm,NPC_,RaelynntheGravefinder,"RaelynntheGravefinder ""Raelynn the Gravefinder"" [NPC_:00185378]","""Record Header+"",ENAM+,ZNAM,FNAM",NPC_|Record Header:+;ENAM:+;ZNAM:DefaultCombatRejectPCYield [CSTY->NPCNecromancerBoss [CSTY:0501B0F;FNAM:45 7F->48 1D;,references_ooo,present,review
0018B118,Oblivion.esm,NPC_,ImperialLegionSoldier,"ImperialLegionSoldier ""Imperial Legion Soldier"" [NPC_:0018B118]","""Record Header+"",SPLO+,SCRI+,LNAM,ZNAM+",NPC_|Record Header:+;SPLO:+;SCRI:+;LNAM:0.700369->0.507248;ZNAM:+;,references_ooo,present,review
0018B11A,Oblivion.esm,NPC_,ImperialLegionForester,"ImperialLegionForester ""Imperial Legion Forester"" [NPC_:0018B11A]","""Record Header+"",SPLO+,SCRI+,ZNAM+",NPC_|Record Header:+;SPLO:+;SCRI:+;ZNAM:+;,references_ooo,present,review
0018BA84,Oblivion.esm,NPC_,ImperialLegionForester2,"ImperialLegionForester2 ""Imperial Legion Forester"" [NPC_:0018BA84]","""Record Header+"",SPLO+,SCRI+,ZNAM+",NPC_|Record Header:+;SPLO:+;SCRI:+;ZNAM:+;,references_ooo,present,review
0018BA85,Oblivion.esm,NPC_,ImperialLegionSoldierInnImpBridge,"ImperialLegionSoldierInnImpBridge ""Imperial Legion Soldier"" [NPC_:0018BA85]","""Record Header+"",SPLO+,SCRI+,LNAM,ZNAM+",NPC_|Record Header:+;SPLO:+;SCRI:+;LNAM:0.045900->0.279122;ZNAM:+;,references_ooo,present,review
0018BA86,Oblivion.esm,NPC_,ImperialLegionRiderChorrol,"ImperialLegionRiderChorrol ""Imperial Legion Soldier"" [NPC_:0018BA86]","""Record Header+"",SPLO+,SCRI+,ZNAM+",NPC_|Record Header:+;SPLO:+;SCRI:+;ZNAM:+;,references_ooo,present,review
0018BA87,Oblivion.esm,NPC_,ImperialLegionSoldierInnRoxey,"ImperialLegionSoldierInnRoxey ""Imperial Legion Soldier"" [NPC_:0018BA87]","""Record Header+"",SPLO+,SCRI+,LNAM,ZNAM+",NPC_|Record Header:+;SPLO:+;SCRI:+;LNAM:0.863247->0.656301;ZNAM:+;,references_ooo,present,review
0018BA88,Oblivion.esm,NPC_,ImperialLegionRiderChey,"ImperialLegionRiderChey ""Imperial Legion Soldier"" [NPC_:0018BA88]","""Record Header+"",SPLO+,SCRI+,LNAM,ZNAM+",NPC_|Record Header:+;SPLO:+;SCRI:+;LNAM:0.804895->0.359630;ZNAM:+;,references_ooo,present,review
0018D1F2,Oblivion.esm,NPC_,ICPrisonJailorDay,"ICPrisonJailorDay ""Imperial Jailor"" [NPC_:0018D1F2]","""Record Header+"",SPLO+,ZNAM+",NPC_|Record Header:+;SPLO:+;ZNAM:+;,references_ooo,present,review
0018D1F4,Oblivion.esm,NPC_,ICPrisonJailorNight,"ICPrisonJailorNight ""Imperial Jailor"" [NPC_:0018D1F4]","""Record Header+"",SPLO+,LNAM,ZNAM+",NPC_|Record Header:+;SPLO:+;LNAM:0.284463->0.427992;ZNAM:+;,references_ooo,present,review
0018D2B4,Oblivion.esm,NPC_,AlixLencolia,"AlixLencolia ""Alix Lencolia"" [NPC_:0018D2B4]","""Record Header+"",ENAM+,ZNAM+,FNAM",NPC_|Record Header:+;ENAM:+;ZNAM:+;FNAM:45 7F->48 1D;,references_ooo,present,review
0018D4CF,Oblivion.esm,NPC_,ImperialLegionSoldierOBGATE,"ImperialLegionSoldierOBGATE ""Imperial Legion Soldier"" [NPC_:0018D4CF]","""Record Header+"",SPLO+,SCRI+,LNAM,ZNAM+",NPC_|Record Header:+;SPLO:+;SCRI:+;LNAM:0.155248->0.379955;ZNAM:+;,references_ooo,present,review
0018D7D8,Oblivion.esm,NPC_,ImperialLegionSoldierInnDrunkDrag,"ImperialLegionSoldierInnDrunkDrag ""Imperial Legion Soldier"" [NPC_:0018D7D8]","""Record Header+"",SPLO+,SCRI+,LNAM,ZNAM+",NPC_|Record Header:+;SPLO:+;SCRI:+;LNAM:0.983490->0.156621;ZNAM:+;,references_ooo,present,review
04001116,Oscuro's_Oblivion_Overhaul.esm,NPC_,BanditZCamp4SnowMeleeFemale1,"BanditZCamp4SnowMeleeFemale1 ""Ice Dragon Clan Champion"" [NPC_:05001116]","""Record Header+"",CNAM","NPC_|Record Header:+;CNAM:BanditMelee ""Bandit"" [CLAS:00034->ArenaCombatantLightArcher ""Arena;",owns_record,present,review
04001117,Oscuro's_Oblivion_Overhaul.esm,NPC_,BanditZCamp4SnowMeleeFemale2,"BanditZCamp4SnowMeleeFemale2 ""Ice Dragon Clan Champion"" [NPC_:05001117]","""Record Header+"",CNAM","NPC_|Record Header:+;CNAM:BanditMelee ""Bandit"" [CLAS:00034->ArenaCombatantLightArcher ""Arena;",owns_record,present,review
04001118,Oscuro's_Oblivion_Overhaul.esm,NPC_,BanditZCamp4SnowMeleeMale1,"BanditZCamp4SnowMeleeMale1 ""Ice Dragon Clan Champion"" [NPC_:05001118]","""Record Header+"",CNAM","NPC_|Record Header:+;CNAM:BanditMelee ""Bandit"" [CLAS:00034->ArenaCombatantLightArcher ""Arena;",owns_record,present,review
04001119,Oscuro's_Oblivion_Overhaul.esm,NPC_,BanditZCamp4SnowMeleeMale2,"BanditZCamp4SnowMeleeMale2 ""Ice Dragon Clan Champion"" [NPC_:05001119]","""Record Header+"",CNAM","NPC_|Record Header:+;CNAM:BanditMelee ""Bandit"" [CLAS:00034->ArenaCombatantLightArcher ""Arena;",owns_record,present,review
0400113D,Oscuro's_Oblivion_Overhaul.esm,NPC_,BanditZCamp4SnowBossyBoss,"BanditZCamp4SnowBossyBoss ""Marlek"" [NPC_:0500113D]","""Record Header+"",ZNAM",NPC_|Record Header:+;ZNAM:DefaultBanditsOOO [CSTY:05025242->DefaultValenArcherCold [CSTY:050;,owns_record,present,review
0400312E,Oscuro's_Oblivion_Overhaul.esm,NPC_,GhostMinionMeleeMale1a,"GhostMinionMeleeMale1a ""Spectral Soldier"" [NPC_:0500312E]","""Record Header+"",FULL",NPC_|Record Header:+;FULL:Ghostly Warrior->Spectral Soldier;,owns_record,present,review
04003130,Oscuro's_Oblivion_Overhaul.esm,NPC_,GhostMinionMeleeMale1b,"GhostMinionMeleeMale1b ""Spectral Soldier"" [NPC_:05003130]","""Record Header+"",FULL",NPC_|Record Header:+;FULL:Ghostly Warrior->Spectral Soldier;,owns_record,present,review
04003131,Oscuro's_Oblivion_Overhaul.esm,NPC_,GhostMinionMeleeMale1c,"GhostMinionMeleeMale1c ""Spectral Soldier"" [NPC_:05003131]","""Record Header+"",FULL",NPC_|Record Header:+;FULL:Ghostly Warrior->Spectral Soldier;,owns_record,present,review
04003132,Oscuro's_Oblivion_Overhaul.esm,NPC_,GhostMinionMeleeMale1d,"GhostMinionMeleeMale1d ""Spectral Soldier"" [NPC_:05003132]","""Record Header+"",FULL",NPC_|Record Header:+;FULL:Ghostly Warrior->Spectral Soldier;,owns_record,present,review
04003133,Oscuro's_Oblivion_Overhaul.esm,NPC_,GhostMinionMeleeMale1e,"GhostMinionMeleeMale1e ""Spectral Soldier"" [NPC_:05003133]","""Record Header+"",FULL",NPC_|Record Header:+;FULL:Ghostly Warrior->Spectral Soldier;,owns_record,present,review
04003137,Oscuro's_Oblivion_Overhaul.esm,NPC_,GhostMinionMeleeMale2a,"GhostMinionMeleeMale2a ""Spectral Warrior"" [NPC_:05003137]","""Record Header+""",NPC_|Record Header:+;,owns_record,present,review
04003138,Oscuro's_Oblivion_Overhaul.esm,NPC_,GhostMinionMeleeMale2b,"GhostMinionMeleeMale2b ""Spectral Warrior"" [NPC_:05003138]","""Record Header+""",NPC_|Record Header:+;,owns_record,present,review
04003139,Oscuro's_Oblivion_Overhaul.esm,NPC_,GhostMinionMeleeMale2c,"GhostMinionMeleeMale2c ""Spectral Warrior"" [NPC_:05003139]","""Record Header+""",NPC_|Record Header:+;,owns_record,present,review
0400313A,Oscuro's_Oblivion_Overhaul.esm,NPC_,GhostMinionMeleeMale2d,"GhostMinionMeleeMale2d ""Spectral Warrior"" [NPC_:0500313A]","""Record Header+""",NPC_|Record Header:+;,owns_record,present,review
0400313B,Oscuro's_Oblivion_Overhaul.esm,NPC_,GhostMinionMeleeMale2e,"GhostMinionMeleeMale2e ""Spectral Warrior"" [NPC_:0500313B]","""Record Header+""",NPC_|Record Header:+;,owns_record,present,review
0400313C,Oscuro's_Oblivion_Overhaul.esm,NPC_,GhostMinionMeleeMale2f,"GhostMinionMeleeMale2f ""Spectral Warrior"" [NPC_:0500313C]","""Record Header+""",NPC_|Record Header:+;,owns_record,present,review
0400313D,Oscuro's_Oblivion_Overhaul.esm,NPC_,GhostMinionMeleeMale2g,"GhostMinionMeleeMale2g ""Spectral Warrior"" [NPC_:0500313D]","""Record Header+""",NPC_|Record Header:+;,owns_record,present,review
0400313E,Oscuro's_Oblivion_Overhaul.esm,NPC_,GhostMinionMeleeMale2h,"GhostMinionMeleeMale2h ""Spectral Warrior"" [NPC_:0500313E]","""Record Header+""",NPC_|Record Header:+;,owns_record,present,review
04003635,Oscuro's_Oblivion_Overhaul.esm,NPC_,GhostMinionMeleeMale3,"GhostMinionMeleeMale3 ""Spectral Champion"" [NPC_:05003635]","""Record Header+"",FULL",NPC_|Record Header:+;FULL:Spectral Reaver->Spectral Champion;,owns_record,present,review
04003636,Oscuro's_Oblivion_Overhaul.esm,NPC_,GhostMinionMeleeMale3a,"GhostMinionMeleeMale3a ""Spectral Champion"" [NPC_:05003636]","""Record Header+"",FULL",NPC_|Record Header:+;FULL:Spectral Reaver->Spectral Champion;,owns_record,present,review
04003637,Oscuro's_Oblivion_Overhaul.esm,NPC_,GhostMinionMeleeMale3b,"GhostMinionMeleeMale3b ""Spectral Champion"" [NPC_:05003637]","""Record Header+"",FULL",NPC_|Record Header:+;FULL:Spectral Reaver->Spectral Champion;,owns_record,present,review
04003638,Oscuro's_Oblivion_Overhaul.esm,NPC_,GhostMinionMeleeMale3c,"GhostMinionMeleeMale3c ""Spectral Champion"" [NPC_:05003638]","""Record Header+"",FULL",NPC_|Record Header:+;FULL:Spectral Reaver->Spectral Champion;,owns_record,present,review
04003639,Oscuro's_Oblivion_Overhaul.esm,NPC_,GhostMinionMeleeMale3d,"GhostMinionMeleeMale3d ""Spectral Champion"" [NPC_:05003639]","""Record Header+"",FULL",NPC_|Record Header:+;FULL:Spectral Reaver->Spectral Champion;,owns_record,present,review
0400363A,Oscuro's_Oblivion_Overhaul.esm,NPC_,GhostMinionMeleeMale3e,"GhostMinionMeleeMale3e ""Spectral Champion"" [NPC_:0500363A]","""Record Header+"",FULL",NPC_|Record Header:+;FULL:Spectral Reaver->Spectral Champion;,owns_record,present,review
0400363B,Oscuro's_Oblivion_Overhaul.esm,NPC_,GhostMinionMeleeMale3f,"GhostMinionMeleeMale3f ""Spectral Champion"" [NPC_:0500363B]","""Record Header+"",FULL",NPC_|Record Header:+;FULL:Spectral Reaver->Spectral Champion;,owns_record,present,review
0400363C,Oscuro's_Oblivion_Overhaul.esm,NPC_,GhostMinionMeleeMale3g,"GhostMinionMeleeMale3g ""Spectral Champion"" [NPC_:0500363C]","""Record Header+"",FULL",NPC_|Record Header:+;FULL:Spectral Reaver->Spectral Champion;,owns_record,present,review
0400363D,Oscuro's_Oblivion_Overhaul.esm,NPC_,GhostMinionMeleeMale3h,"GhostMinionMeleeMale3h ""Spectral Champion"" [NPC_:0500363D]","""Record Header+"",FULL",NPC_|Record Header:+;FULL:Spectral Reaver->Spectral Champion;,owns_record,present,review
04003993,Oscuro's_Oblivion_Overhaul.esm,NPC_,ImperialLegionForester5,"ImperialLegionForester5 ""Imperial Legion Forester"" [NPC_:05003993]","""Record Header+"",SCRI+",NPC_|Record Header:+;SCRI:+;,owns_record,present,review
04003994,Oscuro's_Oblivion_Overhaul.esm,NPC_,ImperialLegionSoldier2,"ImperialLegionSoldier2 ""Imperial Legion Soldier"" [NPC_:05003994]","""Record Header+""",NPC_|Record Header:+;,owns_record,present,review
04003996,Oscuro's_Oblivion_Overhaul.esm,NPC_,ImperialLegionSoldier2fem,"ImperialLegionSoldier2fem ""Imperial Legion Soldier"" [NPC_:05003996]","""Record Header+""",NPC_|Record Header:+;,owns_record,present,review
