src,sig,local_fid,edid,apw_overriders
OOO Enhanced.esp,CREA,100EFF,sOOOCreatureArmoredSkeleton2GuardianArcherElite,APW - Conflict Resolution.esp
OOO Enhanced.esp,CREA,100F00,sOOOCreatureArmoredSkeleton3HeroBoss,APW - Conflict Resolution.esp
OOO Enhanced.esp,CREA,100F01,sOOOCreatureArmoredSkeleton3HeroBossArcher,APW - Conflict Resolution.esp
OOO Enhanced.esp,CREA,10111A,HTBTPWildlifeBearBlack,APW - Conflict Resolution.esp
OOO Enhanced.esp,CREA,101120,HTBTPDaedraAtronachFlame,APW Merge.esp|APW - Conflict Resolution.esp
OOO Enhanced.esp,CREA,101123,HTBTPDaedraSpider,APW Merge.esp|APW - Conflict Resolution.esp
OOO Enhanced.esp,CREA,101124,HTBTPUndeadGhost,APW - Conflict Resolution.esp
OOO Enhanced.esp,CREA,101125,HTBTPUndeadWraith,APW Merge.esp|APW - Conflict Resolution.esp
OOO Enhanced.esp,CREA,101126,HTBTPUndeadWraithGloom01,APW Merge.esp|APW - Conflict Resolution.esp
OOO Enhanced.esp,CREA,10386E,UOPCreatureScampStunted,APW Merge.esp|APW - Conflict Resolution.esp
OOO Enhanced.esp,CREA,10386F,UOPCreatureSpiderDaedra,APW Merge.esp|APW - Conflict Resolution.esp
OOOShiveringIsles.esp,CREA,000EDA,OOOSECreatureBeetle,"Bashed Patch, 0.esp"
OOOShiveringIsles.esp,CREA,0015D5,OOOSEVCWispEidolonTemplate,"Bashed Patch, 0.esp"
OOOShiveringIsles.esp,CREA,001D66,OOOSEVCWispReg144,"Bashed Patch, 0.esp"
OOOShiveringIsles.esp,CREA,001D70,OOOSEVCWispReg288,"Bashed Patch, 0.esp"
OOOShiveringIsles.esp,CREA,0037F5,OOOSECreatureOoze2,"Bashed Patch, 0.esp"
OOOShiveringIsles.esp,CREA,0037F6,OOOSECreatureOoze3,"Bashed Patch, 0.esp"
OOOShiveringIsles.esp,CREA,0039B7,OOOSEOrderedPasswallCitizenHuman1,"Bashed Patch, 0.esp"
OOOShiveringIsles.esp,CREA,0039B8,OOOSEOrderedPasswallCitizenHuman2,"Bashed Patch, 0.esp"
OOOShiveringIsles.esp,CREA,0039B9,OOOSEOrderedPasswallCitizenHuman3,"Bashed Patch, 0.esp"
OOOShiveringIsles.esp,CREA,0039BA,OOOSEOrderedPasswallCitizenArgon1,"Bashed Patch, 0.esp"
OOOShiveringIsles.esp,CREA,0039BB,OOOSEOrderedPasswallCitizenArgon2,"Bashed Patch, 0.esp"
OOOShiveringIsles.esp,CREA,0039BC,OOOSEOrderedPasswallCitizenArgon3,"Bashed Patch, 0.esp"
OOOShiveringIsles.esp,CREA,0039BD,OOOSEOrderedPasswallCitizenArgon4,"Bashed Patch, 0.esp"
OOOShiveringIsles.esp,CREA,0039BE,OOOSEOrderedPasswallCitizenOrc1,"Bashed Patch, 0.esp"
OOOShiveringIsles.esp,CREA,0039BF,OOOSEOrderedPasswallCitizenOrc2,"Bashed Patch, 0.esp"
OOOShiveringIsles.esp,CREA,0039C0,OOOSEOrderedPasswallCitizenOrc3,"Bashed Patch, 0.esp"
OOOShiveringIsles.esp,CREA,005DE7,OOOSEVCWispMidi000,"Bashed Patch, 0.esp"
OOOShiveringIsles.esp,CREA,00FB97,OOOSEVCWispMidi150,"Bashed Patch, 0.esp"
OOOShiveringIsles.esp,CREA,010946,OOOSEVCWispVari000,"Bashed Patch, 0.esp"
OOOShiveringIsles.esp,CREA,01096E,OOOSEVCWispVari180,"Bashed Patch, 0.esp"
OOOShiveringIsles.esp,CREA,01E758,OOOSEVCWispMidi300,"Bashed Patch, 0.esp"
OOOShiveringIsles.esp,CREA,021A58,OOOSEVCWispHiggs000,"Bashed Patch, 0.esp"
OOOShiveringIsles.esp,CREA,02512C,OOOSEVCWispBloodCloud,"Bashed Patch, 0.esp"
OOOShiveringIsles.esp,CREA,0280FC,OOOSEVCWispEidolon000,"Bashed Patch, 0.esp"
OOOShiveringIsles.esp,CREA,028103,OOOSEVCWispSGod000,"Bashed Patch, 0.esp"
OOOShiveringIsles.esp,CREA,02BF39,OOOSEVCWispHiggs144,"Bashed Patch, 0.esp"
OOOShiveringIsles.esp,CREA,02BFD9,OOOSEVCWispHiggs288,"Bashed Patch, 0.esp"
OOOShiveringIsles.esp,CREA,02DC15,OOOSEVCWispEidolon144,"Bashed Patch, 0.esp"
OOOShiveringIsles.esp,CREA,02DCB5,OOOSEVCWispEidolon288,"Bashed Patch, 0.esp"
OOOShiveringIsles.esp,CREA,02F21D,OOOSEVCWispSGod144,"Bashed Patch, 0.esp"
OOOShiveringIsles.esp,CREA,02F2BD,OOOSEVCWispSGod288,"Bashed Patch, 0.esp"
OOOShiveringIsles.esp,CREA,0300DB,OOOSEVCWispVari270,"Bashed Patch, 0.esp"
OOOShiveringIsles.esp,CREA,033902,OOOSEVCWispBale,"Bashed Patch, 0.esp"
OOOShiveringIsles.esp,CREA,03574E,OOOSECreatureMushroom,"Bashed Patch, 0.esp"
OOOShiveringIsles.esp,CREA,044736,OOOSECreatureWormMania,"Bashed Patch, 0.esp"
OOOShiveringIsles.esp,CREA,047DF6,OOOSECreatureWormDementia,"Bashed Patch, 0.esp"
OOOShiveringIsles.esp,CREA,058A20,OOOSEErrorScalon,"Bashed Patch, 0.esp"
OOOShiveringIsles.esp,CREA,06473F,OOOSE09GatekeeperHeadHand,"Bashed Patch, 0.esp"
OOOShiveringIsles.esp,CREA,064740,OOOSE09GatekeeperHelmHand,"Bashed Patch, 0.esp"
OOOShiveringIsles.esp,CREA,07140C,OOOSEMiriliElytra3,"Bashed Patch, 0.esp"
OOOShiveringIsles.esp,CREA,07140D,OOOSEMiriliElytra4,"Bashed Patch, 0.esp"
OOOShiveringIsles.esp,CREA,071410,OOOSEMiriliBaliwog1,"Bashed Patch, 0.esp"
OOOShiveringIsles.esp,CREA,0C4E55,OOOSEVCWispReg000,"Bashed Patch, 0.esp"
OOOShiveringIsles.esp,CREA,0C4E58,OOOSECreatureOoze,"Bashed Patch, 0.esp"
Oscuro's_Oblivion_Overhaul.esm,CREA,029CB5,CreatureGuardianScampFightingChance,"Bashed Patch, 0.esp"
Oscuro's_Oblivion_Overhaul.esm,CSTY,0011D3,DefaultMercenaryOOO,APW Merge.esp
Oscuro's_Oblivion_Overhaul.esm,CSTY,0011D4,DefaultAdventurerMeleeOOO,APW Merge.esp
Oscuro's_Oblivion_Overhaul.esm,CSTY,0011D5,DefaultAdventurerMissileOOO,APW Merge.esp
Oscuro's_Oblivion_Overhaul.esm,CSTY,002F3A,DefaultGuardCastle,APW Merge.esp
Oscuro's_Oblivion_Overhaul.esm,CSTY,002F3B,DefaultGuardCity,APW Merge.esp
Oscuro's_Oblivion_Overhaul.esm,CSTY,002F3C,DefaultGuardEscort,APW Merge.esp
Oscuro's_Oblivion_Overhaul.esm,CSTY,003423,DefaultGuardImperial,APW Merge.esp
Oscuro's_Oblivion_Overhaul.esm,CSTY,003424,DefaultGuardPatrol,APW Merge.esp
Oscuro's_Oblivion_Overhaul.esm,CSTY,00390B,DefaultArcherImperial,APW Merge.esp
Oscuro's_Oblivion_Overhaul.esm,CSTY,003D62,MannimarcoCS,APW Merge.esp
Oscuro's_Oblivion_Overhaul.esm,CSTY,003FC5,1DefaultArenaMedMelee,APW Merge.esp
Oscuro's_Oblivion_Overhaul.esm,CSTY,003FC6,1DefaultArenaHighMelee,APW Merge.esp
Oscuro's_Oblivion_Overhaul.esm,CSTY,003FC7,1DefaultArenaMedRange,APW Merge.esp
Oscuro's_Oblivion_Overhaul.esm,CSTY,003FC8,1DefaultArenaHighRange,APW Merge.esp
Oscuro's_Oblivion_Overhaul.esm,CSTY,003FC9,1DefaultArenaMage,APW Merge.esp
Oscuro's_Oblivion_Overhaul.esm,CSTY,005D2E,DefaultMelusPetilius,APW Merge.esp
Oscuro's_Oblivion_Overhaul.esm,CSTY,006AF7,DefaultArcherImperialCold,APW Merge.esp
Oscuro's_Oblivion_Overhaul.esm,CSTY,006AF8,DefaultGuardImperialCold,APW Merge.esp
Oscuro's_Oblivion_Overhaul.esm,CSTY,00A66F,NPCRejectYieldNecroCold,APW Merge.esp
Oscuro's_Oblivion_Overhaul.esm,CSTY,0100F5,1DefaultMaraudersCold,APW Merge.esp
Oscuro's_Oblivion_Overhaul.esm,CSTY,0100F7,1DefaultMaraudersFrantic,APW Merge.esp
Oscuro's_Oblivion_Overhaul.esm,CSTY,0100F8,1NPCMarauderMageFrantic,APW Merge.esp
Oscuro's_Oblivion_Overhaul.esm,CSTY,0100F9,1NPCMarauderMageCold,APW Merge.esp
Oscuro's_Oblivion_Overhaul.esm,CSTY,0100FA,1NPCMarauderMissileFrantic,APW Merge.esp
Oscuro's_Oblivion_Overhaul.esm,CSTY,0100FB,1NPCMarauderMissileCold,APW Merge.esp
Oscuro's_Oblivion_Overhaul.esm,CSTY,0105E4,DefaultBossMeleeNoYield,APW Merge.esp
Oscuro's_Oblivion_Overhaul.esm,CSTY,0105E5,DefaultDremoraMeleeCold,APW Merge.esp
Oscuro's_Oblivion_Overhaul.esm,CSTY,0105E6,DefaultDremoraMeleeFrantic,APW Merge.esp
Oscuro's_Oblivion_Overhaul.esm,CSTY,0105E7,DefaultDremoraMissileCold,APW Merge.esp
Oscuro's_Oblivion_Overhaul.esm,CSTY,0105E8,DefaultDremoraMissileFrantic,APW Merge.esp
Oscuro's_Oblivion_Overhaul.esm,CSTY,0105E9,DefaultGhostCold,APW Merge.esp
Oscuro's_Oblivion_Overhaul.esm,CSTY,0105EA,DefaultGhostFrantic,APW Merge.esp
Oscuro's_Oblivion_Overhaul.esm,CSTY,010AD1,DefaultGoblin1Cold,APW Merge.esp
Oscuro's_Oblivion_Overhaul.esm,CSTY,010AD2,DefaultGoblinArcherCold,APW Merge.esp
Oscuro's_Oblivion_Overhaul.esm,CSTY,010AD3,DefaultGoblinBerserkerCold,APW Merge.esp
Oscuro's_Oblivion_Overhaul.esm,CSTY,010AD4,DefaultGoblinShamanCold,APW Merge.esp
Oscuro's_Oblivion_Overhaul.esm,CSTY,010AD5,DefaultGoblinSkirmisherCold,APW Merge.esp
Oscuro's_Oblivion_Overhaul.esm,CSTY,010AD6,DefaultGoblinWarlordCold,APW Merge.esp
Oscuro's_Oblivion_Overhaul.esm,CSTY,010AD7,DefaultImpCrazed,APW Merge.esp
Oscuro's_Oblivion_Overhaul.esm,CSTY,010AD8,DefaultImpMystical,APW Merge.esp
Oscuro's_Oblivion_Overhaul.esm,CSTY,010AD9,DefaultMinotaurLordCold,APW Merge.esp
Oscuro's_Oblivion_Overhaul.esm,CSTY,010FC0,DefaultLichCold,APW Merge.esp
Oscuro's_Oblivion_Overhaul.esm,CSTY,010FC1,DefaultLichNetherCold,APW Merge.esp
Oscuro's_Oblivion_Overhaul.esm,CSTY,010FC2,DefaultMountainLionCold,APW Merge.esp
Oscuro's_Oblivion_Overhaul.esm,CSTY,010FC3,DefaultOgre1Cold,APW Merge.esp
Oscuro's_Oblivion_Overhaul.esm,CSTY,010FC4,DefaultSkeleton1Cold,APW Merge.esp
Oscuro's_Oblivion_Overhaul.esm,CSTY,010FC5,DefaultSkeletonChampionCold,APW Merge.esp
Oscuro's_Oblivion_Overhaul.esm,CSTY,010FC6,DefaultSkeletonRangedCold,APW Merge.esp
Oscuro's_Oblivion_Overhaul.esm,CSTY,010FC7,DefaultVampiresCold,APW Merge.esp
Oscuro's_Oblivion_Overhaul.esm,CSTY,010FC8,DefaultVampiresFrantic,APW Merge.esp
Oscuro's_Oblivion_Overhaul.esm,CSTY,010FC9,DefaultVampiresBoss,APW Merge.esp
Oscuro's_Oblivion_Overhaul.esm,CSTY,010FCA,DefaultTrollCold,APW Merge.esp
Oscuro's_Oblivion_Overhaul.esm,CSTY,010FCB,DefaultSprigganCold,APW Merge.esp
Oscuro's_Oblivion_Overhaul.esm,CSTY,010FCC,DefaultSpiderDaedraFrantic,APW Merge.esp
Oscuro's_Oblivion_Overhaul.esm,CSTY,010FCD,DefaultVeyondCold,APW Merge.esp
Oscuro's_Oblivion_Overhaul.esm,CSTY,010FCE,DefaultVeyondFrantic,APW Merge.esp
Oscuro's_Oblivion_Overhaul.esm,CSTY,010FCF,DefaultWolfCold,APW Merge.esp
Oscuro's_Oblivion_Overhaul.esm,CSTY,0114B6,NPCBanditMageCold,APW Merge.esp
Oscuro's_Oblivion_Overhaul.esm,CSTY,0114B7,NPCBanditMissileCold,APW Merge.esp
Oscuro's_Oblivion_Overhaul.esm,CSTY,0114B8,NPCConjurerCold,APW Merge.esp
Oscuro's_Oblivion_Overhaul.esm,CSTY,0114B9,NPCDremoraMageCold,APW Merge.esp
Oscuro's_Oblivion_Overhaul.esm,CSTY,0114BA,NPCNecromancerCold,APW Merge.esp
Oscuro's_Oblivion_Overhaul.esm,CSTY,0114BB,NPCVampireMageCold,APW Merge.esp
Oscuro's_Oblivion_Overhaul.esm,CSTY,0114BC,NPCVampireMissileCold,APW Merge.esp
Oscuro's_Oblivion_Overhaul.esm,CSTY,0114BD,NPCBanditMageFrantic,APW Merge.esp
Oscuro's_Oblivion_Overhaul.esm,CSTY,0114BE,NPCBanditMissileFrantic,APW Merge.esp
Oscuro's_Oblivion_Overhaul.esm,CSTY,0114BF,NPCConjurerFrantic,APW Merge.esp
Oscuro's_Oblivion_Overhaul.esm,CSTY,0114C0,NPCDremoraMageFrantic,APW Merge.esp
Oscuro's_Oblivion_Overhaul.esm,CSTY,0119A7,NPCNecromancerFrantic,APW Merge.esp
Oscuro's_Oblivion_Overhaul.esm,CSTY,0119A8,NPCVampireMageFrantic,APW Merge.esp
Oscuro's_Oblivion_Overhaul.esm,CSTY,0119A9,NPCVampireMissileFrantic,APW Merge.esp
Oscuro's_Oblivion_Overhaul.esm,CSTY,014542,DefaultFaranHestarius,APW Merge.esp
Oscuro's_Oblivion_Overhaul.esm,CSTY,014544,DefaultSheilHestarius,APW Merge.esp
Oscuro's_Oblivion_Overhaul.esm,CSTY,014549,DefaultArcticBear,APW Merge.esp
Oscuro's_Oblivion_Overhaul.esm,CSTY,01848D,DefaultVolmyr,APW Merge.esp
Oscuro's_Oblivion_Overhaul.esm,CSTY,01883C,DefaultAmazonArcher,APW Merge.esp
Oscuro's_Oblivion_Overhaul.esm,CSTY,01883D,DefaultAmazonArcherCold,APW Merge.esp
Oscuro's_Oblivion_Overhaul.esm,CSTY,018D25,DefaultGuardImperialAdamus,APW Merge.esp
Oscuro's_Oblivion_Overhaul.esm,CSTY,018D26,DefaultGuardCityCold,APW Merge.esp
Oscuro's_Oblivion_Overhaul.esm,CSTY,018D27,DefaultGuardCastleCold,APW Merge.esp
Oscuro's_Oblivion_Overhaul.esm,CSTY,018D28,DefaultGuardPatrolCold,APW Merge.esp
Oscuro's_Oblivion_Overhaul.esm,CSTY,018D29,DefaultVeyondBoss,APW Merge.esp
Oscuro's_Oblivion_Overhaul.esm,CSTY,01984C,DefaultMercenaryCold,APW Merge.esp
Oscuro's_Oblivion_Overhaul.esm,CSTY,01984D,DefaultBossMelee,APW Merge.esp
Oscuro's_Oblivion_Overhaul.esm,CSTY,01984E,NPCConjurerBoss,APW Merge.esp
Oscuro's_Oblivion_Overhaul.esm,CSTY,01984F,NPCConjurerBossTop,APW Merge.esp
Oscuro's_Oblivion_Overhaul.esm,CSTY,01A227,DefaultXivilaiCold,APW Merge.esp
Oscuro's_Oblivion_Overhaul.esm,CSTY,01A710,1DefaultMaraudersBoss,APW Merge.esp
Oscuro's_Oblivion_Overhaul.esm,CSTY,01CFF5,DefaultClannfearCold,APW Merge.esp
Oscuro's_Oblivion_Overhaul.esm,CSTY,01CFF7,DefaultAtronachFireFrantic,APW Merge.esp
Oscuro's_Oblivion_Overhaul.esm,CSTY,02523F,DefaultMageApprenticeOOO,APW Merge.esp
Oscuro's_Oblivion_Overhaul.esm,CSTY,025240,DefaultDremoraMissileOOO,APW Merge.esp
Oscuro's_Oblivion_Overhaul.esm,CSTY,025241,DefaultDremoraMeleeOOO,APW Merge.esp
Oscuro's_Oblivion_Overhaul.esm,CSTY,025242,DefaultBanditsOOO,APW Merge.esp
Oscuro's_Oblivion_Overhaul.esm,CSTY,025243,DefaultVeyond,APW Merge.esp
Oscuro's_Oblivion_Overhaul.esm,CSTY,025244,DefaultVampiresOOO,APW Merge.esp
Oscuro's_Oblivion_Overhaul.esm,CSTY,0260F7,1DefaultMarauders,APW Merge.esp
Oscuro's_Oblivion_Overhaul.esm,CSTY,026947,DefaultGhuulReaver,APW Merge.esp
Oscuro's_Oblivion_Overhaul.esm,CSTY,026948,DefaultBlackRockCaptain,APW Merge.esp
Oscuro's_Oblivion_Overhaul.esm,CSTY,02B744,DefaultBanditsCold,APW Merge.esp
Oscuro's_Oblivion_Overhaul.esm,CSTY,02B745,DefaultBanditsFrantic,APW Merge.esp
Oscuro's_Oblivion_Overhaul.esm,CSTY,02EADD,DefaultHungerOOO,APW Merge.esp
Oscuro's_Oblivion_Overhaul.esm,CSTY,02EADF,DefaultGuar,APW Merge.esp
Oscuro's_Oblivion_Overhaul.esm,CSTY,03309F,DefaultMonkCold,APW Merge.esp
Oscuro's_Oblivion_Overhaul.esm,CSTY,0417E8,DefaultGargoyle,APW Merge.esp
OOO Enhanced.esp,ENCH,002471,sOOOKeeperDeadRobeEn,APW - Conflict Resolution.esp
OOO Enhanced.esp,ENCH,002473,sOOONecroKeeperDeadHoodEn,APW - Conflict Resolution.esp
Oscuro's_Oblivion_Overhaul.esm,FACT,00491B,AmazonFaction,APW - Conflict Resolution.esp
Oscuro's_Oblivion_Overhaul.esm,GLOB,005B7F,LapNoCombatLock,APW - Conflict Resolution.esp
OOO Enhanced.esp,GMST,009F00,fEnchantGrandLimit,APW - Conflict Resolution.esp
OOO Enhanced.esp,GMST,0282F7,fEssentialDeathTime,APW - Conflict Resolution.esp
Oscuro's_Oblivion_Overhaul.esp,GMST,008814,fPowerAttackDelay,APW - Conflict Resolution.esp
Oscuro's_Oblivion_Overhaul.esp,GMST,008816,iArrowMaxRefCount,APW - Conflict Resolution.esp
Oscuro's_Oblivion_Overhaul.esp,GMST,00881B,fCreatureCalcDamage,APW - Conflict Resolution.esp
Oscuro's_Oblivion_Overhaul.esp,GMST,00881E,iAINumberActorsComplexScene,APW - Conflict Resolution.esp
OOO Enhanced.esp,INGR,01FA0C,sOOOVenomBag,APW - Conflict Resolution.esp
OOO Enhanced.esp,LAND,002890,,LandMagicPatch.esp
OOO Enhanced.esp,LAND,002894,,LandMagicPatch.esp
OOO Enhanced.esp,LAND,002917,,LandMagicPatch.esp
OOO Enhanced.esp,LAND,002978,,LandMagicPatch.esp
OOO Enhanced.esp,LAND,002A02,,LandMagicPatch.esp
OOO Enhanced.esp,LAND,002BDB,,LandMagicPatch.esp
OOO Enhanced.esp,LAND,002C4B,,LandMagicPatch.esp
OOO Enhanced.esp,LAND,002C63,,LandMagicPatch.esp
OOO Enhanced.esp,LAND,002C65,,LandMagicPatch.esp
OOO Enhanced.esp,LAND,002D12,,LandMagicPatch.esp
OOO Enhanced.esp,LAND,008945,,LandMagicPatch.esp
OOO Enhanced.esp,LAND,008947,,LandMagicPatch.esp
OOO Enhanced.esp,LAND,1019C7,,LandMagicPatch.esp
OOO Enhanced.esp,LAND,101A42,,LandMagicPatch.esp
OOO Enhanced.esp,LAND,101A44,,LandMagicPatch.esp
OOO Enhanced.esp,LAND,101A55,,LandMagicPatch.esp
Oscuro's_Oblivion_Overhaul.esm,LIGH,048F5D,StaffLightBlackOOO,APW - Conflict Resolution.esp
Oscuro's_Oblivion_Overhaul.esm,LIGH,048F5E,StaffLightSilverOOO,APW - Conflict Resolution.esp
Oscuro's_Oblivion_Overhaul.esm,LIGH,048F5F,StaffLightEbonyOOO,APW - Conflict Resolution.esp
Oscuro's_Oblivion_Overhaul.esm,LIGH,048F60,StaffLightElvenOOO,APW - Conflict Resolution.esp
Oscuro's_Oblivion_Overhaul.esm,LIGH,048F61,StaffLightOrcishOOO,APW - Conflict Resolution.esp
Oscuro's_Oblivion_Overhaul.esm,LIGH,048F62,StaffLightSteelOOO,APW - Conflict Resolution.esp
Oscuro's_Oblivion_Overhaul.esm,LIGH,048F63,StaffLightDwarvenOOO,APW - Conflict Resolution.esp
Oscuro's_Oblivion_Overhaul.esm,LIGH,048F64,StaffLightDaedricOOO,APW - Conflict Resolution.esp
Oscuro's_Oblivion_Overhaul.esm,LIGH,048F65,StaffLightGlassOOO,APW - Conflict Resolution.esp
Oscuro's_Oblivion_Overhaul.esm,LIGH,048F66,StaffLightAshenOOO,APW - Conflict Resolution.esp
Oscuro's_Oblivion_Overhaul.esm,LIGH,048F67,StaffLightOakenOOO,APW - Conflict Resolution.esp
Oscuro's_Oblivion_Overhaul.esm,LIGH,048F68,StaffLightYewOOO,APW - Conflict Resolution.esp
Oscuro's_Oblivion_Overhaul.esm,LIGH,048F69,StaffLightBrownOOO,APW - Conflict Resolution.esp
Oscuro's_Oblivion_Overhaul.esm,LIGH,048F6A,StaffLightWhiteOOO,APW - Conflict Resolution.esp
OOO Enhanced.esp,LVLI,001E1B,sOOOConjurerBossRobes,APW - Conflict Resolution.esp
OOO Enhanced.esp,LVLI,04548F,LL0GhulDeath,APW - Conflict Resolution.esp
Oscuro's_Oblivion_Overhaul.esm,LVLI,0026E4,OOOLootJewelry25All,APW - Conflict Resolution.esp
Oscuro's_Oblivion_Overhaul.esm,LVLI,0026E9,OOOLootJewelry50All,APW - Conflict Resolution.esp
Oscuro's_Oblivion_Overhaul.esm,LVLI,0026EB,OOOLootRing50All,APW - Conflict Resolution.esp
Oscuro's_Oblivion_Overhaul.esm,LVLI,0026EC,OOOLootRing25All,APW - Conflict Resolution.esp
Oscuro's_Oblivion_Overhaul.esm,LVLI,002D59,LL0LootGoldSilverNuggetsPack,APW - Conflict Resolution.esp
Oscuro's_Oblivion_Overhaul.esm,LVLI,002D5A,LL0NuggetGoldPack,APW - Conflict Resolution.esp
Oscuro's_Oblivion_Overhaul.esm,LVLI,002D5B,LL0NuggetSilverPack,APW - Conflict Resolution.esp
Oscuro's_Oblivion_Overhaul.esm,LVLI,0077A6,OOOBosmerGoodRobe100,"Bashed Patch, 0.esp"
Oscuro's_Oblivion_Overhaul.esm,LVLI,0077A7,OOOBosmerGoodHood70,"Bashed Patch, 0.esp"
Oscuro's_Oblivion_Overhaul.esm,LVLI,00794F,OOOLootJewelry100AllPoor,APW - Conflict Resolution.esp
Oscuro's_Oblivion_Overhaul.esm,LVLI,007950,OOOLootJewelry25AllPoor,APW - Conflict Resolution.esp
Oscuro's_Oblivion_Overhaul.esm,LVLI,007951,OOOLootRing25AllPoor,APW - Conflict Resolution.esp
Oscuro's_Oblivion_Overhaul.esm,LVLI,00A182,OOOLootJewelry25AllMiddle,APW - Conflict Resolution.esp
Oscuro's_Oblivion_Overhaul.esm,LVLI,00B05B,OOOLootRing25AllMiddle,APW - Conflict Resolution.esp
Oscuro's_Oblivion_Overhaul.esm,LVLI,00B05C,OOOLootJewelry100AllMiddle,APW - Conflict Resolution.esp
Oscuro's_Oblivion_Overhaul.esm,LVLI,00C2CC,LL0LootGoldSilverNuggets10zOOO,APW - Conflict Resolution.esp
Oscuro's_Oblivion_Overhaul.esm,LVLI,00C2CD,LL0LootGoldSilverNuggets100zOOO,APW - Conflict Resolution.esp
Oscuro's_Oblivion_Overhaul.esm,LVLI,00C2CE,LL0LootGoldSilverNuggets25zOOO,APW - Conflict Resolution.esp
Oscuro's_Oblivion_Overhaul.esm,LVLI,00C2CF,LL0LootGoldSilverNuggets50zOOO,APW - Conflict Resolution.esp
Oscuro's_Oblivion_Overhaul.esm,LVLI,00C2D0,LL0LootGoldSilverNuggets75zOOO,APW - Conflict Resolution.esp
Oscuro's_Oblivion_Overhaul.esm,LVLI,00C2D5,LL0LootRing100zOOO,APW - Conflict Resolution.esp
Oscuro's_Oblivion_Overhaul.esm,LVLI,00C2D6,LL0LootRing25zOOO,APW - Conflict Resolution.esp
Oscuro's_Oblivion_Overhaul.esm,LVLI,00C2D7,LL0LootRing50zOOO,APW - Conflict Resolution.esp
Oscuro's_Oblivion_Overhaul.esm,LVLI,00C2DB,LL0NPCJewelryNoble100zOOO,APW - Conflict Resolution.esp
Oscuro's_Oblivion_Overhaul.esm,LVLI,00C2DC,LL0NPCJewelryUpperClass100zOOO,APW - Conflict Resolution.esp
Oscuro's_Oblivion_Overhaul.esm,LVLI,00D834,LL0LootGoldCopper1Spread,APW - Conflict Resolution.esp
Oscuro's_Oblivion_Overhaul.esm,LVLI,00D835,LL0LootGold2SilverSpread,APW - Conflict Resolution.esp
Oscuro's_Oblivion_Overhaul.esm,LVLI,00D836,LL0LootGold1CopperSpread,APW - Conflict Resolution.esp
Oscuro's_Oblivion_Overhaul.esm,LVLI,00D837,LL0LootGold3GoldSpread,APW - Conflict Resolution.esp
Oscuro's_Oblivion_Overhaul.esm,LVLI,00D838,LL0LootGold4PlatinumSpread,APW - Conflict Resolution.esp
Oscuro's_Oblivion_Overhaul.esm,LVLI,0195B7,OOOLootRing100All,APW - Conflict Resolution.esp
Oscuro's_Oblivion_Overhaul.esm,LVLI,0195BB,OOOLootJewelry100All,APW - Conflict Resolution.esp
Oscuro's_Oblivion_Overhaul.esm,LVLI,0196DB,LL0NPCJewelryUpperClass25,APW - Conflict Resolution.esp
Oscuro's_Oblivion_Overhaul.esm,LVLI,029269,OOOLootRingUtraPoor15,APW - Conflict Resolution.esp
Oscuro's_Oblivion_Overhaul.esm,LVLI,037A24,LL0LootJewelry100Pack,APW - Conflict Resolution.esp
Oscuro's_Oblivion_Overhaul.esm,LVLI,037A25,LL0LootJewelry100PackPoor,APW - Conflict Resolution.esp
Oscuro's_Oblivion_Overhaul.esm,LVLI,037A29,LL0LootRing100Pack,APW - Conflict Resolution.esp
Oscuro's_Oblivion_Overhaul.esm,LVLI,037A2A,LL0LootRing100PackPoor,APW - Conflict Resolution.esp
Oscuro's_Oblivion_Overhaul.esm,LVLI,03B5A4,LL0NPCJewelryAmazonB100,APW - Conflict Resolution.esp
Oscuro's_Oblivion_Overhaul.esm,LVLI,03B5A5,LL0NPCJewelryAmazon50,APW - Conflict Resolution.esp
Oscuro's_Oblivion_Overhaul.esm,LVLI,03B5A7,LL0NPCJewelryAmazonB50,APW - Conflict Resolution.esp
Oscuro's_Oblivion_Overhaul.esm,LVLI,03B5A8,LL0NPCJewelryAmazonB25,APW - Conflict Resolution.esp
Oscuro's_Oblivion_Overhaul.esm,MISC,048F79,Gem0SilverNuggetSmall,APW - Conflict Resolution.esp
Oscuro's_Oblivion_Overhaul.esm,MISC,048F7A,Gem0GoldNuggetSmall,APW - Conflict Resolution.esp
OOO Enhanced.esp,NPC_,0018A8,ImperialLegionForester5d,APW - Conflict Resolution.esp
OOO Enhanced.esp,NPC_,003C69,sOOOGhostMinionMeleeMaleTop,APW - Conflict Resolution.esp
OOO Enhanced.esp,NPC_,003C6A,sOOOGhostMinionMeleeMaleTop2,APW - Conflict Resolution.esp
OOO Enhanced.esp,NPC_,003C6B,sOOOGhostMinionMeleeMaleTop3,APW - Conflict Resolution.esp
OOO Enhanced.esp,NPC_,00464C,sOOOBanditAmazonBossThird,APW - Conflict Resolution.esp
OOO Enhanced.esp,NPC_,0047D9,GhostMinionMeleeMale1LSOOO,APW - Conflict Resolution.esp
OOO Enhanced.esp,NPC_,0051BD,sOOOBanditAmazonWizardFeatherwind1,APW - Conflict Resolution.esp
OOO Enhanced.esp,NPC_,0051BE,sOOOBanditAmazonWizardFeatherwind2,APW - Conflict Resolution.esp
OOO Enhanced.esp,NPC_,0051BF,sOOOBanditAmazonWizardFemale3,APW - Conflict Resolution.esp
